No.;Gene name;Oncogene or Tumor Suppresson gene
190;ITGA3;#N/A
191;HSPA8;#N/A
192;SQSTM1;x
193;FGFR1;x
194;TBK1;#N/A
195;NPM1;x
196;SFN;#N/A
197;LYN;x
198;BTRC;#N/A
199;LIPH;#N/A
200;STK11;x
201;LRP6;x
202;CRK;#N/A
203;CLTC;#N/A
204;EGLN3;#N/A
205;PRDM2;#N/A
206;DYNLL1;#N/A
207;RAP1GAP;#N/A
208;MAP2K2;x
209;APP;#N/A
210;SP1;#N/A
211;CDK4;x
212;YAP1;x
213;FXYD3;#N/A
214;LCK;x
215;GNAI2;#N/A
216;PTPN6;#N/A
217;PML;x
218;PDGFRA;x
219;CFTR;#N/A
220;LGALS3;#N/A
221;IRAK1;#N/A
222;SIRT1;#N/A
223;BIRC2;#N/A
224;PRPF40A;#N/A
225;SPRY2;#N/A
226;HNRNPU;#N/A
227;NT5E;#N/A
228;TNFAIP6;#N/A
229;PIK3CB;x
230;S100A4;#N/A
231;GFAP;#N/A
232;VAV1;x
233;CASP1;#N/A
234;SMAD4;x
235;ESR2;#N/A
236;RHOA;x
237;RAP1A;#N/A
238;PPP1CC;#N/A
239;VCP;#N/A
240;CXCR3;#N/A
241;PSMC5;#N/A
242;HDAC3;#N/A
243;GNA12;x
244;PLAUR;#N/A
245;CUL1;#N/A
246;NUP107;#N/A
247;ABL1;x
248;CCNA1;#N/A
249;CCR5;#N/A
250;KIT;x
251;TRADD;#N/A
252;ACTB;#N/A
253;CSNK1A1;#N/A
254;E2F1;#N/A
255;SYK;x
256;AXIN1;x
257;CSF2RB;#N/A
258;TERF1;#N/A
259;TAB2;#N/A
260;CD164L2;#N/A
261;SLC9A5;#N/A
262;PIK3CD;x
263;ARAF;x
264;PSMC3;#N/A
265;FBXW11;#N/A
266;GAB1;x
267;ACTR2;#N/A
268;KCNQ3;#N/A
269;WDR44;#N/A
270;ROCK1;#N/A
271;MAPK9;#N/A
272;SMARCA4;x
273;IQCB1;#N/A
274;RARA;#N/A
275;AP2M1;#N/A
276;SOCS3;x
277;S100A10;#N/A
278;MED1;#N/A
279;IL6ST;x
280;NFKB2;#N/A
281;H2AX;#N/A
282;CAP1;#N/A
283;IRS1;x
284;PPP1CB;#N/A
285;CRKL;x
286;APC;x
287;BAX;#N/A
288;ADRB2;#N/A
289;LGALS8;#N/A
290;CCR1;#N/A
291;YWHAQ;#N/A
292;ANXA2;#N/A
293;DAG1;#N/A
294;HLA-DPA1;#N/A
295;PTPRE;#N/A
296;YWHAE;#N/A
297;SEC23A;#N/A
298;CDC37;#N/A
299;LRP5;x
300;LRRK2;#N/A
301;PDIA3;#N/A
302;PTK2B;#N/A
303;EGR1;x
304;RAB7A;#N/A
305;SIN3A;#N/A
306;RBX1;#N/A
307;NR5A1;#N/A
308;TAB1;#N/A
309;ACTG1;x
310;NCOR1;x
311;OSMR;#N/A
312;RBPJ;#N/A
313;SNRPG;#N/A
314;TGFBR1;x
315;PDLIM7;#N/A
316;ITCH;#N/A
317;MRAS;#N/A
318;EFNB2;#N/A
319;RAB27B;#N/A
320;CBX5;#N/A
321;TIMP1;#N/A
322;ABI1;#N/A
323;CDH15;#N/A
324;ASAP2;#N/A
325;TGFBR2;x
326;HGS;#N/A
327;CD27;#N/A
328;STAG1;x
329;DHX9;#N/A
330;PAK2;#N/A
331;VAPB;#N/A
332;CDK6;x
333;CTBP1;#N/A
334;RASA1;x
335;FGFR2;x
336;CAV1;#N/A
337;B4GALT5;#N/A
338;NUP153;#N/A
339;BAD;#N/A
340;SOS2;#N/A
341;KDR;x
342;AKT2;x
343;FADD;#N/A
344;PSMD4;#N/A
345;TP63;x
346;NR3C1;#N/A
347;BMP4;#N/A
348;SCARA3;#N/A
349;TRAF1;#N/A
350;FGF2;x
351;CDK9;#N/A
352;SUV39H1;#N/A
353;B2M;x
354;CAPZA1;#N/A
355;SDC3;#N/A
356;SLC34A2;#N/A
357;FASLG;#N/A
358;POT1;x
359;FOXA3;#N/A
360;ERBB4;x
361;VEGFA;x
362;FAM171A2;#N/A
363;PROS1;#N/A
364;MAPK6;#N/A
365;PRKDC;x
366;THBS2;#N/A
367;FAP;#N/A
368;TRAF3;x
369;PPP2R1B;#N/A
370;CSNK2A1;#N/A
371;PDPK1;#N/A
372;ZBTB16;#N/A
373;MRPL58;#N/A
374;HCK;#N/A
375;MDFI;#N/A
376;CASP3;#N/A
377;COL5A2;#N/A
378;MEX3C;#N/A
379;ADAM12;#N/A
380;IGF1R;x
381;CCDC85B;#N/A
382;TNFRSF10A;#N/A
383;NFATC1;#N/A
384;JUP;#N/A
385;PSMC1;#N/A
386;PLK1;#N/A
387;SPINT1;#N/A
388;PPL;#N/A
389;LARP7;#N/A
390;UBE3A;#N/A
391;ANKRD46;#N/A
392;GNAI3;#N/A
393;MAP3K3;#N/A
394;YWHAH;#N/A
395;LSR;#N/A
396;AKR1C3;#N/A
397;MLH1;x
398;DVL2;#N/A
399;PSMD13;#N/A
400;NCK1;#N/A
401;FOXO3;#N/A
402;COL5A1;#N/A
403;TUBA1C;#N/A
404;VIM;#N/A
405;VAPA;#N/A
406;H3C2;#N/A
407;PMS2;x
408;DDR2;x
409;PTPRF;#N/A
410;PUM2;#N/A
411;CAPZA2;#N/A
412;DBN1;#N/A
413;DUSP5;#N/A
414;NUP98;x
415;CSNK2A2;#N/A
416;LOX;#N/A
417;STAT5A;x
418;PDE5A;#N/A
419;CD70;x
420;MAP3K5;#N/A
421;TERF2IP;#N/A
422;TUSC3;#N/A
423;ARIH1;#N/A
424;FAS;x
425;ADORA2A;#N/A
426;NCOA1;#N/A
427;KPNB1;#N/A
428;PARP1;x
429;ITGB2;#N/A
430;PSMA2;#N/A
431;PPP2CB;#N/A
432;ARNTL;#N/A
433;HNRNPA1;#N/A
434;NCOR2;#N/A
435;PSMB1;#N/A
436;CSF2RA;#N/A
437;KAT5;#N/A
438;ATM;x
439;CCT2;#N/A
440;INSR;x
441;EBNA1BP2;#N/A
442;TOP2B;#N/A
443;USP7;#N/A
444;PSMD2;#N/A
445;OTUB1;#N/A
446;SCRIB;#N/A
447;RNF111;#N/A
448;GSTA1;#N/A
449;RNF123;#N/A
450;MAPK10;#N/A
451;PTPN1;x
452;JAK3;x
453;PSMD11;#N/A
454;COL1A1;x
455;HCFC1;#N/A
456;BIRC3;x
457;CALR;x
458;CSF3R;x
459;AKR1C2;#N/A
460;CCNA2;#N/A
461;PSMA1;#N/A
462;POLR2B;#N/A
463;GNB1;x
464;XIAP;x
465;PSMD14;#N/A
466;GOLT1B;#N/A
467;SLC4A7;#N/A
468;SPINT2;#N/A
469;KIDINS220;#N/A
470;PYCARD;#N/A
471;PTPRK;#N/A
472;KAT2B;#N/A
473;FGF1;x
474;FOXP3;#N/A
475;SMARCA2;x
476;EZH2;x
477;RECQL;x
478;FBN1;#N/A
479;PCNA;#N/A
480;THBS1;#N/A
481;COL10A1;#N/A
482;RIPK2;#N/A
483;EWSR1;x
484;DSC2;#N/A
485;FOXO1;x
486;TLR4;#N/A
487;NCOA3;x
488;BCL6;x
489;DUSP1;#N/A
490;DLG1;#N/A
491;PLCG2;x
492;MAP3K14;x
493;TRIM28;#N/A
494;TUBA1A;#N/A
495;XPO1;x
496;IL1R1;#N/A
497;IL6R;#N/A
498;TNKS2;#N/A
499;IL2RG;#N/A
500;NPY;#N/A
501;HIF1AN;#N/A
502;F2;#N/A
503;KIF2A;#N/A
504;SMARCC1;#N/A
505;ZFR;#N/A
506;TUBB;#N/A
507;KDM5B;#N/A
508;XRCC3;#N/A
509;PRKAR2A;#N/A
510;HUWE1;#N/A
511;RPS27A;#N/A
512;TNFAIP3;x
513;KIF5B;#N/A
514;SMC3;x
515;CCL3L1;#N/A
516;DLG4;#N/A
517;NCOA2;#N/A
518;RUVBL2;#N/A
519;HDAC6;#N/A
520;ARF6;#N/A
521;CNOT1;#N/A
522;STK4;#N/A
523;RAB34;#N/A
524;UBQLN1;#N/A
525;TRIP12;#N/A
526;BID;#N/A
527;BGN;#N/A
528;CD47;#N/A
529;NOD1;#N/A
530;MAPRE1;#N/A
531;ACTR3;#N/A
532;STUB1;#N/A
533;PRKCD;#N/A
534;CUL5;#N/A
535;EIF2AK2;#N/A
536;PIN1;#N/A
537;TOP1;x
538;CANX;#N/A
539;ZRANB1;#N/A
540;TCF4;#N/A
541;STAT5B;x
542;FOXQ1;#N/A
543;MYO1C;#N/A
544;PSMB4;#N/A
545;PTPRU;#N/A
546;PRKCA;#N/A
547;LGALS9;#N/A
548;EPS8;#N/A
549;PDCD6IP;#N/A
550;FOXK2;#N/A
551;FRS2;x
552;HDAC4;x
553;UBXN7;#N/A
554;BTK;x
555;RALA;#N/A
556;IRF3;#N/A
557;CHST15;#N/A
558;TEK;#N/A
559;WAS;#N/A
560;MYO19;#N/A
561;ANAPC1;#N/A
562;XRCC6;#N/A
563;PRMT1;#N/A
564;TYRO3;#N/A
565;SLC25A46;#N/A
566;SHANK2;#N/A
567;PTGER3;#N/A
568;ACAN;#N/A
569;HERC2;#N/A
570;C1QBP;#N/A
571;CDK5;#N/A
572;CHD8;#N/A
573;CBX3;#N/A
574;PAX9;#N/A
575;DMBT1;#N/A
576;DDX19B;#N/A
577;CSK;#N/A
578;GNB2;#N/A
579;NCK2;#N/A
580;GRM1;#N/A
581;PSMA4;#N/A
582;PHB;#N/A
583;CNPY3;#N/A
584;DYNC1I2;#N/A
585;MCL1;x
586;MMP2;#N/A
587;PSMB3;#N/A
588;STRN;#N/A
589;LPAR1;#N/A
590;PCM1;#N/A
591;BZW1;#N/A
592;PXN;#N/A
593;PAPOLA;#N/A
594;ITGAV;#N/A
595;TCF12;#N/A
596;SORT1;#N/A
597;RANBP2;x
598;TNFRSF1B;#N/A
599;CDH8;#N/A
600;B3GNT3;#N/A
601;RAN;#N/A
602;CDH6;#N/A
603;TPM4;#N/A
604;CDK1;#N/A
605;CDH11;x
606;TBP;#N/A
607;EMILIN3;#N/A
608;CYP2S1;#N/A
609;SEC24B;#N/A
610;XRCC5;#N/A
611;TRIB3;x
612;WAPL;#N/A
613;CD3E;#N/A
614;ADRB3;#N/A
615;VPS4B;#N/A
616;RPS6KB1;#N/A
617;CD28;x
618;SH3GL1;#N/A
619;ACVR1;x
620;MYO18A;#N/A
621;PSMA3;#N/A
622;STAC;#N/A
623;LTN1;#N/A
624;RANBP9;#N/A
625;HDAC11;#N/A
626;RBL2;#N/A
627;PRKCZ;#N/A
628;AFDN;x
629;C8B;#N/A
630;HLA-E;#N/A
631;MAPK13;#N/A
632;DIAPH1;#N/A
633;ARNTL2;#N/A
634;ISG15;#N/A
635;MNDA;#N/A
636;TRIP6;#N/A
637;CCL7;#N/A
638;IER2;#N/A
639;IL2RB;#N/A
640;CCNT1;#N/A
641;SYNCRIP;#N/A
642;PSMB7;#N/A
643;CSF3;#N/A
644;EPHA4;#N/A
645;BMPR2;#N/A
646;MAP3K1;x
647;LYPD3;#N/A
648;PSMA7;#N/A
649;POSTN;#N/A
650;IFNA14;#N/A
651;CTNND1;#N/A
652;DCLK3;#N/A
653;H4C13;#N/A
654;ERGIC3;#N/A
655;RPS6;#N/A
656;UBA52;#N/A
657;SETD2;x
658;GNAI1;#N/A
659;PSMC2;#N/A
660;TRRAP;#N/A
661;PSMC6;#N/A
662;ZHX2;#N/A
663;ANLN;#N/A
664;BAK1;#N/A
665;ARFGEF1;#N/A
666;CSNK2B;#N/A
667;EEF1A1;#N/A
668;CDKN2B;x
669;DVL1;#N/A
670;SNCA;#N/A
671;KRT19;#N/A
672;ASXL2;x
673;PAK1;x
674;WDR83;#N/A
675;ALPP;#N/A
676;SMARCA5;#N/A
677;ITGB3;#N/A
678;MRAP;#N/A
679;GTSE1;#N/A
680;BAG6;#N/A
681;CD2AP;#N/A
682;UBB;#N/A
683;DAXX;x
684;L3MBTL2;#N/A
685;PLG;#N/A
686;EIF3A;#N/A
687;FBL;#N/A
688;FBXO11;x
689;RB1CC1;#N/A
690;SKP2;#N/A
691;PEX19;#N/A
692;STAG2;x
693;APOA1;#N/A
694;PDGFB;x
695;ATP6AP2;#N/A
696;PDLIM4;#N/A
697;PRMT5;#N/A
698;GJC1;#N/A
699;NEDD4;#N/A
700;MMP9;#N/A
701;NOD2;#N/A
702;ITGB5;#N/A
703;MSN;#N/A
704;LATS1;x
705;AFAP1L1;#N/A
706;NCKAP1;#N/A
707;APAF1;#N/A
708;PARD6B;#N/A
709;PRKAA1;#N/A
710;MAVS;#N/A
711;FGA;#N/A
712;KAT6A;#N/A
713;NGFR;#N/A
714;UBE2D2;#N/A
715;DOCK7;#N/A
716;TIRAP;#N/A
717;AGPS;#N/A
718;DDX5;x
719;SUPT16H;#N/A
720;GOLGA2;#N/A
721;RSF1;#N/A
722;UBR5;x
723;C5;#N/A
724;CABYR;#N/A
725;TNFSF13B;#N/A
726;CDK5RAP2;#N/A
727;RPS3;#N/A
728;PELI1;#N/A
729;PTPN14;x
730;NOTCH2;x
731;MTNR1A;#N/A
732;GRAP2;#N/A
733;TINF2;#N/A
734;TAF1;x
735;OTUD4;#N/A
736;ZFP36;#N/A
737;NSD3;#N/A
738;HSPB1;#N/A
739;TAFAZZIN;#N/A
740;BCLAF1;#N/A
741;FBLN2;#N/A
742;SRF;#N/A
743;IFIT1;#N/A
744;PTN;#N/A
745;HSPA9;#N/A
746;PICK1;#N/A
747;S100A11;#N/A
748;OGT;#N/A
749;MACF1;#N/A
750;PSEN1;#N/A
751;SERPINB5;#N/A
752;ATXN1;#N/A
753;LMNA;x
754;RPS8;#N/A
755;DSC3;#N/A
756;RAP1B;#N/A
757;SP3;#N/A
758;IFNA13;#N/A
759;HSPD1;#N/A
760;DCN;#N/A
761;CUL2;#N/A
762;PSMB9;#N/A
763;CFL1;#N/A
764;EIF3H;#N/A
765;UBE2D3;#N/A
766;IRS2;x
767;C3;#N/A
768;RAPGEF2;#N/A
769;FGD5;#N/A
770;TYK2;x
771;ZAP70;#N/A
772;SMARCC2;#N/A
773;IL10RA;#N/A
774;NUDCD1;#N/A
775;USP1;x
776;CCNE1;x
777;HMGB1;#N/A
778;HNRNPD;#N/A
779;IL12RB1;#N/A
780;PSMD8;#N/A
781;DAB2IP;#N/A
782;NPAT;#N/A
783;TEAD1;#N/A
784;FKBP8;#N/A
785;ZFYVE9;#N/A
786;SMAD1;#N/A
787;WNT4;#N/A
788;DHX15;#N/A
789;CDC42EP1;#N/A
790;CCND3;x
791;IL20RB;#N/A
792;FLT1;x
793;CEBPB;#N/A
794;HLA-DMB;#N/A
795;CDH2;x
796;USP34;#N/A
797;PSME3;#N/A
798;PCOLCE;#N/A
799;FSTL1;x
800;PSMD6;#N/A
801;IKBKE;x
802;SEC16A;#N/A
803;FKBP5;#N/A
804;SDF4;#N/A
805;TMEM79;#N/A
806;IFNA6;#N/A
807;MAPK11;#N/A
808;ADNP;#N/A
809;AMOT;#N/A
810;DRD1;#N/A
811;NTRK1;x
812;IFNAR2;#N/A
813;GADD45A;#N/A
814;TMOD3;#N/A
815;YES1;x
816;CCR4;#N/A
817;FAF2;#N/A
818;LIMA1;#N/A
819;SH3KBP1;#N/A
820;ARPC4;#N/A
821;GALNT7;#N/A
822;ADAM17;#N/A
823;PICALM;#N/A
824;GAB2;x
825;MFAP3;#N/A
826;GLP1R;#N/A
827;ANTXR1;#N/A
828;PSMC4;#N/A
829;MIB1;#N/A
830;ARHGAP24;#N/A
831;EGF;#N/A
832;MED13;#N/A
833;RBBP4;#N/A
834;KNG1;#N/A
835;IL1A;#N/A
836;CAPRIN1;#N/A
837;DOCK2;#N/A
838;SPECC1;#N/A
839;CHD3;#N/A
840;PPM1A;#N/A
841;NR0B2;#N/A
842;FOXB1;#N/A
843;HNRNPK;#N/A
844;SLAIN2;#N/A
845;ITGA2;#N/A
846;WNT3A;#N/A
847;UBE2N;#N/A
848;NIFK;#N/A
849;UBE2D1;#N/A
850;FGF4;x
851;ELOB;#N/A
852;TGFA;#N/A
853;SCAF11;#N/A
854;AURKA;x
855;TTC30B;#N/A
856;ABTB2;#N/A
857;TAOK1;#N/A
858;NDUFA9;#N/A
859;CDC73;x
860;SEH1L;#N/A
861;TLR2;#N/A
862;IKZF1;#N/A
863;TGFB3;#N/A
864;TLN1;#N/A
865;CD2BP2;#N/A
866;FBXO2;#N/A
867;PBRM1;x
868;MEPCE;#N/A
869;NCF1;#N/A
870;EIF3E;#N/A
871;CDC27;#N/A
872;NDUFA11;#N/A
873;RAD23B;#N/A
874;SLC4A4;#N/A
875;JUNB;#N/A
876;CSNK1E;#N/A
877;CTBP2;#N/A
878;FOXE1;#N/A
879;PIK3C2A;#N/A
880;AFF4;x
881;DVL3;#N/A
882;IL12B;#N/A
883;UNC5CL;#N/A
884;NCOA7;#N/A
885;WDFY3;#N/A
886;CAV2;#N/A
887;CTNNA1;x
888;GNA13;x
889;SLC35F2;#N/A
890;LOXL2;#N/A
891;TUBA4A;#N/A
892;BOD1L1;#N/A
893;PRKACG;#N/A
894;MAML2;#N/A
895;TSC1;x
896;XRN2;#N/A
897;CD247;#N/A
898;ARID1A;x
899;ZNF644;#N/A
900;UBR1;#N/A
901;KAT2A;#N/A
902;COPS5;#N/A
903;MCOLN3;#N/A
904;OFD1;#N/A
905;LUC7L;#N/A
906;RIC8B;#N/A
907;QSOX1;#N/A
908;PRKCB;x
909;MOB1A;#N/A
910;MATR3;#N/A
911;CSF1R;#N/A
912;PIAS1;#N/A
913;USP25;#N/A
914;YME1L1;#N/A
915;RP2;#N/A
916;NCL;#N/A
917;TAF2;#N/A
918;MVP;#N/A
919;HDAC5;#N/A
920;RBBP7;#N/A
921;TMF1;#N/A
922;PSMB6;#N/A
923;PLAU;#N/A
924;COPS6;#N/A
925;TUBB3;#N/A
926;PHC1;#N/A
927;IFNAR1;#N/A
928;PLCB2;#N/A
929;BPTF;#N/A
930;PSMD3;#N/A
931;PLEKHG4;#N/A
932;BECN1;#N/A
933;BCAR1;#N/A
934;RPTOR;x
935;RPS2;#N/A
936;DPY19L1;#N/A
937;PRMT6;#N/A
938;GNAQ;x
939;ZACN;#N/A
940;CREB3;#N/A
941;MED12;x
942;NEDD8;#N/A
943;PRKAA2;#N/A
944;CD86;#N/A
945;MRPL51;#N/A
946;REST;x
947;MAPK12;#N/A
948;PKN2;#N/A
949;COL4A3;#N/A
950;PTCH1;x
951;MTDH;#N/A
952;GRB10;#N/A
953;ITGAL;#N/A
954;ARHGEF1;#N/A
955;FOSL2;#N/A
956;FLT3;x
957;DHX36;#N/A
958;SORBS2;#N/A
959;YEATS4;#N/A
960;ANAPC10;#N/A
961;BIRC6;#N/A
962;ST6GALNAC5;#N/A
963;CYLD;x
964;ANXA1;#N/A
965;AGO3;#N/A
966;PRKAR2B;#N/A
967;STX12;#N/A
968;SMC1A;x
969;NRG1;x
970;PSMA6;#N/A
971;NAA50;#N/A
972;DTWD2;#N/A
973;MUC1;#N/A
974;HTT;#N/A
975;CCNK;#N/A
976;PIK3C3;#N/A
977;MYCBP2;#N/A
978;OSBPL8;#N/A
979;SYNPO;#N/A
980;JMJD6;#N/A
981;APPL1;#N/A
982;ATP13A2;#N/A
983;MRPL49;#N/A
984;UBE2M;#N/A
985;SMG6;#N/A
986;POMK;#N/A
987;EIF4A3;#N/A
988;ARMCX3;#N/A
989;FLT4;x
990;ARHGEF12;x
991;ZMYND11;#N/A
992;IFNG;#N/A
993;F2R;#N/A
994;MYBPH;#N/A
995;SRPK2;#N/A
996;CD44;#N/A
997;WRN;x
998;RUVBL1;#N/A
999;FZD8;#N/A
1000;EZR;#N/A
1001;SCAF8;#N/A
1002;NPC2;#N/A
1003;ATP6V1B1;#N/A
1004;PYHIN1;#N/A
1005;DUSP6;#N/A
1006;HAX1;#N/A
1007;POM121;#N/A
1008;AIPL1;#N/A
1009;KDM3B;#N/A
1010;WIPF1;#N/A
1011;APPBP2;#N/A
1012;CUL4B;#N/A
1013;SPI1;#N/A
1014;CLTB;#N/A
1015;EIF2S1;#N/A
1016;PSMD12;#N/A
1017;MKLN1;#N/A
1018;ENDOD1;#N/A
1019;MRPL50;#N/A
1020;MTA1;#N/A
1021;PLSCR1;#N/A
1022;PRPF4B;#N/A
1023;DLK1;#N/A
1024;S100A2;#N/A
1025;SYNE4;#N/A
1026;CCT7;#N/A
1027;RIPK3;#N/A
1028;PDZK1;#N/A
1029;HLA-DRA;#N/A
1030;PDLIM1;#N/A
1031;PHF3;#N/A
1032;PPARA;#N/A
1033;RPAP2;#N/A
1034;RALGDS;#N/A
1035;CDH5;#N/A
1036;CA4;#N/A
1037;HSPG2;#N/A
1038;SOCS1;x
1039;LUM;#N/A
1040;EPC2;#N/A
1041;CHD4;x
1042;DYNC1H1;#N/A
1043;GNAZ;#N/A
1044;MPPED2;#N/A
1045;GPR37;#N/A
1046;NF1;x
1047;RELB;#N/A
1048;EREG;#N/A
1049;NEK4;#N/A
1050;ARPC3;#N/A
1051;DYNC1LI2;#N/A
1052;QSER1;#N/A
1053;SEC13;#N/A
1054;IDS;#N/A
1055;RAB5C;#N/A
1056;RAC2;x
1057;KEAP1;x
1058;EXOC5;#N/A
1059;BCL2L11;x
1060;CDC20;#N/A
1061;VPS13B;#N/A
1062;ARID5A;#N/A
1063;PSMA5;#N/A
1064;BMPR1A;x
1065;CD207;#N/A
1066;RICTOR;x
1067;P2RY1;#N/A
1068;KDM5A;x
1069;RNF2;#N/A
1070;ATRX;x
1071;PIK3CG;x
1072;NOP56;#N/A
1073;LCP2;#N/A
1074;TWIST1;#N/A
1075;TJP1;#N/A
1076;SFPQ;#N/A
1077;TCP1;#N/A
1078;POLR2E;#N/A
1079;CPSF6;#N/A
1080;IFIT3;#N/A
1081;CD1A;#N/A
1082;GAP43;#N/A
1083;PSMB10;#N/A
1084;TFAP2A;#N/A
1085;TRIM27;x
1086;PSTPIP1;#N/A
1087;ERG;x
1088;NUDT21;#N/A
1089;HEY2;#N/A
1090;GTF2I;x
1091;L3MBTL1;#N/A
1092;CALCRL;#N/A
1093;RDX;#N/A
1094;LAMC2;#N/A
1095;IFI16;#N/A
1096;CDK12;x
1097;CCL8;#N/A
1098;STOM;#N/A
1099;CASP9;#N/A
1100;RAD51;x
1101;MAP3K2;#N/A
1102;PRKAB2;#N/A
1103;MDK;#N/A
1104;CTR9;x
1105;LAMA4;#N/A
1106;PPARD;#N/A
1107;RGS11;#N/A
1108;LNX1;#N/A
1109;VTN;#N/A
1110;HNRNPDL;#N/A
1111;PHC3;#N/A
1112;GADD45G;#N/A
1113;AHNAK;#N/A
1114;RARB;#N/A
1115;PSMD10;#N/A
1116;STK24;#N/A
1117;RNPS1;#N/A
1118;CXCL12;#N/A
1119;IRAK4;#N/A
1120;NIPBL;#N/A
1121;IL10;#N/A
1122;RHOG;#N/A
1123;BHLHE40;#N/A
1124;CHMP4B;#N/A
1125;GRK2;#N/A
1126;ACTN2;#N/A
1127;IGF2R;#N/A
1128;A2M;#N/A
1129;NCKAP1L;#N/A
1130;SDC1;#N/A
1131;NDUFA8;#N/A
1132;CTCF;x
1133;RAE1;#N/A
1134;TNFSF10;#N/A
1135;MMP14;#N/A
1136;GNG12;#N/A
1137;JPH3;#N/A
1138;NBN;x
1139;NDUFS5;#N/A
1140;SEC24C;#N/A
1141;RPS14;#N/A
1142;RNF169;#N/A
1143;PIKFYVE;#N/A
1144;RPL13;#N/A
1145;KCNN4;#N/A
1146;HGF;x
1147;BCOR;x
