No.;Gene name;Oncogene or Tumor Suppresson gene
148;GTSE1;#N/A
149;KPNB1;#N/A
150;HDAC11;#N/A
151;SP1;#N/A
152;COPS5;#N/A
153;LRRK2;#N/A
154;FBL;#N/A
155;VIM;#N/A
156;ABL1;x
157;RUVBL1;#N/A
158;HDAC3;#N/A
159;MET;x
160;PRMT6;#N/A
161;CBL;x
162;TUBA1C;#N/A
163;PML;x
164;RBPJ;#N/A
165;SMAD2;x
166;RPS8;#N/A
167;TRIM28;#N/A
168;EIF4A3;#N/A
169;WAS;#N/A
170;ATM;x
171;AGO3;#N/A
172;MAPRE1;#N/A
173;PRKCB;x
174;SLC39A4;#N/A
175;CRK;#N/A
176;C1QBP;#N/A
177;H4C13;#N/A
178;BTK;x
179;LCP2;#N/A
180;RAF1;x
181;FOXK2;#N/A
182;MAGOH;#N/A
183;VAPB;#N/A
184;ARHGAP25;#N/A
185;HSPD1;#N/A
186;CAV1;#N/A
187;PIN1;#N/A
188;HDGF;#N/A
189;MAP3K1;x
190;PTPRK;#N/A
191;UBE3A;#N/A
192;MAP3K14;x
193;RBBP7;#N/A
194;ACTB;#N/A
195;PRKDC;x
196;GSK3B;x
197;PRPF40A;#N/A
198;MAPK1;x
199;RNPS1;#N/A
200;RPS2;#N/A
201;TCF4;#N/A
202;PTPN11;x
203;AURKA;x
204;FOXP3;#N/A
205;SPINT2;#N/A
206;HSPA4;#N/A
207;BSG;#N/A
208;CD53;#N/A
209;SMAD4;x
210;NR3C1;#N/A
211;DISC1;#N/A
212;VAV1;x
213;ATP6AP2;#N/A
214;WDR5;#N/A
215;BIRC6;#N/A
216;PARP1;x
217;CUL4B;#N/A
218;NUFIP1;#N/A
219;RBBP4;#N/A
220;SIN3A;#N/A
221;RAB5C;#N/A
222;XPO1;x
223;GRAP2;#N/A
224;FOXQ1;#N/A
225;CSNK1E;#N/A
226;PTN;#N/A
227;YAP1;x
228;HAX1;#N/A
229;DLG4;#N/A
230;CCT2;#N/A
231;LYPD3;#N/A
232;PSMC3;#N/A
233;SEC16A;#N/A
234;NCK2;#N/A
235;CCT3;#N/A
236;CORO1A;#N/A
237;FERMT3;#N/A
238;PTPN7;#N/A
239;NDUFA11;#N/A
240;MTNR1A;#N/A
241;TAFAZZIN;#N/A
242;CSNK1A1;#N/A
243;SLAMF1;#N/A
244;RAB7A;#N/A
245;CARD11;x
246;PRPF31;#N/A
247;KRTAP4-12;#N/A
248;DDX19B;#N/A
249;TUBB;#N/A
250;HSPB1;#N/A
251;GLP1R;#N/A
252;ARHGAP9;#N/A
253;IL10RA;#N/A
254;NFKB1;#N/A
255;BCL6;x
256;UBE2D2;#N/A
257;EFTUD2;#N/A
258;HTT;#N/A
259;FOS;#N/A
260;EMC2;#N/A
261;SNCA;#N/A
262;DCAF7;#N/A
263;IL16;#N/A
264;NCOR1;x
265;HCLS1;#N/A
266;ERBB2;x
267;CTBP1;#N/A
268;RAC1;x
269;NCL;#N/A
270;COPS6;#N/A
271;DTNBP1;#N/A
272;ELOB;#N/A
273;PCM1;#N/A
274;ITK;#N/A
275;CD3E;#N/A
276;SIRT1;#N/A
277;PLAUR;#N/A
278;CHMP4B;#N/A
279;CDC20;#N/A
280;SNX20;#N/A
281;USP11;#N/A
282;CANX;#N/A
283;CCR5;#N/A
284;PHC3;#N/A
285;IKBKB;#N/A
286;ZAP70;#N/A
287;UBASH3A;#N/A
288;MRPL4;#N/A
289;CCT6A;#N/A
290;PRPF8;x
291;P2RY8;x
292;DDB1;#N/A
293;IL2RG;#N/A
294;DVL2;#N/A
295;SLAMF6;#N/A
296;YEATS4;#N/A
297;PSTPIP1;#N/A
298;NEDD4;#N/A
299;MRPL50;#N/A
300;SMARCA4;x
301;DAXX;x
302;ITCH;#N/A
303;PICK1;#N/A
304;HLA-DPA1;#N/A
305;FAF2;#N/A
306;CUL4A;x
307;AFF4;x
308;SH2D1A;x
309;TCP1;#N/A
310;CDH1;x
311;MAPK3;x
312;SPN;#N/A
313;CD247;#N/A
314;PSME3;#N/A
315;CBX8;#N/A
316;APOA1;#N/A
317;PLEK;#N/A
318;LGALS9;#N/A
319;SGTB;#N/A
320;MME;#N/A
321;MAP3K7;x
322;CD2;#N/A
323;CD5;#N/A
324;XRCC5;#N/A
325;ACTA1;#N/A
326;LY9;#N/A
327;FGL1;#N/A
328;CD48;#N/A
329;DOCK2;#N/A
330;LMNA;x
331;CD4;#N/A
332;CUL5;#N/A
333;TBK1;#N/A
334;CCNA2;#N/A
335;SPACA1;#N/A
336;IFI16;#N/A
337;PDLIM7;#N/A
338;GOLGA2;#N/A
339;TUBG1;#N/A
340;PRMT1;#N/A
341;LRP1;#N/A
342;FAM78A;#N/A
343;RIPK3;#N/A
344;CD27;#N/A
345;PLCG1;x
346;TRIM27;x
347;OFD1;#N/A
348;PPP2CB;#N/A
349;BUB1B;x
350;WDR83;#N/A
351;MAPK8;#N/A
352;PLSCR1;#N/A
353;PTCH1;x
354;BCL2;x
355;YBX1;#N/A
356;PNKD;#N/A
357;RHOA;x
358;CSNK2B;#N/A
359;NCKAP1L;#N/A
360;CCT5;#N/A
361;PTK2;#N/A
362;NBEAL1;#N/A
363;EPB41L3;#N/A
364;NFKBIA;x
365;HERC2;#N/A
366;CBX3;#N/A
367;CD28;x
368;IRF8;x
369;UBQLN1;#N/A
370;RAC2;x
371;EZH2;x
372;AKNA;#N/A
373;SUV39H2;#N/A
374;MKLN1;#N/A
375;RBPMS;#N/A
376;LNX1;#N/A
377;SIRPG;#N/A
378;STOM;#N/A
379;TSNAX;#N/A
380;MCM7;#N/A
381;PDGFRB;x
382;KAT5;#N/A
383;SLA2;#N/A
384;TERF2;#N/A
385;CD3G;#N/A
386;SMC1A;x
387;ACD;#N/A
388;DLG1;#N/A
389;XIAP;x
390;CCNB1;#N/A
391;FOXS1;#N/A
392;H1-1;#N/A
393;PRMT5;#N/A
394;HUWE1;#N/A
395;RNF2;#N/A
396;USP34;#N/A
397;TIGIT;#N/A
398;WIPF1;#N/A
399;NCK1;#N/A
400;HNRNPK;#N/A
401;CUL2;#N/A
402;NDUFA13;#N/A
403;PTPN6;#N/A
404;TUBA1A;#N/A
405;CDK1;#N/A
406;DNAAF2;#N/A
407;CD6;#N/A
408;APBB1IP;#N/A
409;CCT4;#N/A
410;NCF1;#N/A
411;FOXJ2;#N/A
412;U2AF2;#N/A
413;PSMC5;#N/A
414;CCT7;#N/A
415;TSSC4;#N/A
416;CDKN1A;x
417;PARD6B;#N/A
418;MYO1F;#N/A
419;ZC3H3;#N/A
420;LPAR1;#N/A
421;CXCR3;#N/A
422;MAP3K2;#N/A
423;RPL14;#N/A
424;FOXE1;#N/A
425;CD96;#N/A
426;PABPC1;#N/A
427;CDK4;x
428;SIT1;#N/A
429;TBX21;#N/A
430;FKBP5;#N/A
431;GABARAPL2;#N/A
432;TRA2A;#N/A
433;POLK;#N/A
434;DDX5;x
435;TMEM25;#N/A
436;XRCC6;#N/A
437;FXR2;#N/A
438;RBX1;#N/A
439;SHPRH;#N/A
440;JAK2;x
441;RARA;#N/A
442;PTGER3;#N/A
443;ERBB3;x
444;ZBTB20;x
445;RIF1;#N/A
446;POLR2E;#N/A
447;ICAM3;#N/A
448;ZSCAN20;#N/A
449;SEPTIN1;#N/A
450;TRIP6;#N/A
451;ITGB1;#N/A
452;STAT4;x
453;BIRC2;#N/A
454;TIMM13;#N/A
455;AURKAIP1;#N/A
456;UBE2D1;#N/A
457;CBX1;#N/A
458;SRPK2;#N/A
459;ITGAL;#N/A
460;IL21R;#N/A
461;SGTA;#N/A
462;CD40LG;#N/A
463;IL12RB1;#N/A
464;UBE2N;#N/A
465;RACGAP1;#N/A
466;TFG;#N/A
467;CHD4;x
468;SMAD1;#N/A
469;CTLA4;x
470;CD3D;#N/A
471;G3BP1;#N/A
472;TEAD2;#N/A
473;MTOR;x
474;SMC3;x
475;PON2;#N/A
476;LYN;x
477;ZDHHC17;#N/A
478;SCN2B;#N/A
479;SMN1;#N/A
480;ATP13A2;#N/A
481;KCNAB2;#N/A
482;H2BC1;#N/A
483;RAE1;#N/A
484;STX12;#N/A
485;FAM189A2;#N/A
486;USP15;#N/A
487;CRTAM;#N/A
488;CD2BP2;#N/A
489;PSMD2;#N/A
490;GAB3;#N/A
491;CCT8;#N/A
492;PARVG;#N/A
493;NUP153;#N/A
494;GAPDH;#N/A
495;BTLA;#N/A
496;NKTR;#N/A
497;TNF;#N/A
498;KIT;x
499;WDR48;#N/A
500;ANTXR1;#N/A
501;IRAK1;#N/A
502;CHUK;#N/A
503;MYO5C;#N/A
504;DCN;#N/A
505;EIF2AK2;#N/A
506;KIAA1109;#N/A
507;KAT2B;#N/A
508;TRAF3IP3;#N/A
509;KLHL6;x
510;GAK;#N/A
511;RXRA;#N/A
512;PIKFYVE;#N/A
513;MAX;x
514;H3-4;#N/A
515;CENPA;#N/A
516;HSPA9;#N/A
517;RPS3;#N/A
518;OPRM1;#N/A
519;VCAN;#N/A
520;UBE2D3;#N/A
521;STAT1;#N/A
522;TJP1;#N/A
523;RPA2;#N/A
524;MLH1;x
525;RIPK1;#N/A
526;RANBP9;#N/A
527;NCOA1;#N/A
528;ARAF;x
529;ZWINT;#N/A
530;SCML4;#N/A
531;EEF1A1;#N/A
532;PSMD4;#N/A
533;SH3KBP1;#N/A
534;SMAD9;#N/A
535;PRPF4;#N/A
536;POU2F2;x
537;EXOSC4;#N/A
538;TSPAN5;#N/A
539;RPA1;#N/A
540;BECN1;#N/A
541;GFI1;#N/A
542;WDFY3;#N/A
543;CD81;#N/A
544;ARHGAP15;#N/A
545;LTBR;#N/A
546;DGUOK;#N/A
547;FLI1;x
548;BOD1L1;#N/A
549;L3MBTL1;#N/A
550;NDUFS7;#N/A
551;MCOLN3;#N/A
552;NLRC3;#N/A
553;MAGEA1;#N/A
554;KEAP1;x
555;PRKAB2;#N/A
556;FOXM1;#N/A
557;CDK8;x
558;CDC73;x
559;PTH1R;#N/A
560;E2F1;#N/A
561;RAD51;x
562;MBD3;#N/A
563;ADRB2;#N/A
564;CTR9;x
565;PTPN1;x
566;ACTG1;x
567;CHD3;#N/A
568;TSC22D4;#N/A
569;BCL2L1;#N/A
570;BCOR;x
571;BLK;#N/A
572;KBTBD7;#N/A
573;ZC3H12D;#N/A
574;KIF23;#N/A
575;EBLN2;#N/A
576;B3GALT2;#N/A
577;PIK3CD;x
578;TRIP13;x
579;SIAH1;#N/A
580;DOK2;#N/A
581;UPF1;#N/A
582;FHL2;#N/A
583;RPL6;#N/A
584;PPP2R1B;#N/A
585;BIN2;#N/A
586;MRPL28;#N/A
587;ACTL6A;#N/A
588;NIFK;#N/A
589;SLC25A41;#N/A
590;GZMK;#N/A
591;PSMC1;#N/A
592;BAG3;#N/A
593;KIF2C;#N/A
594;OGT;#N/A
595;ACTN2;#N/A
596;TRAF3IP1;#N/A
597;ILF2;#N/A
598;EPS15;#N/A
599;BARD1;x
600;RPL13;#N/A
601;DDI1;#N/A
602;TP63;x
603;HAP1;#N/A
604;ECSIT;x
605;MCM2;#N/A
606;SCAF11;#N/A
607;SRPRB;#N/A
608;BUB1;#N/A
609;IKBKE;x
610;NDRG1;#N/A
611;THOC2;#N/A
612;ATRX;x
613;NUP107;#N/A
614;GNAI3;#N/A
615;PHB2;#N/A
616;SCRIB;#N/A
617;HTR3C;#N/A
618;BABAM1;#N/A
619;CRYAB;#N/A
620;TPX2;#N/A
621;EHMT2;#N/A
622;ITGB7;#N/A
623;UBA5;#N/A
624;SNRNP70;#N/A
625;DHX9;#N/A
626;CHRNA9;#N/A
627;ERGIC3;#N/A
628;ZACN;#N/A
629;SDCBP;#N/A
630;POLR2J;#N/A
631;TMEM185A;#N/A
632;SAMD3;#N/A
633;MYO1G;#N/A
634;RAD50;x
635;ICOS;#N/A
636;SPI1;#N/A
637;LCOR;#N/A
638;CD8A;#N/A
639;GPR183;#N/A
640;ELOC;#N/A
641;LUC7L;#N/A
642;GNAI2;#N/A
643;MRPS30;#N/A
644;TCF3;x
645;SMAD5;#N/A
646;PIK3R5;#N/A
647;FBN1;#N/A
648;CCDC7;#N/A
649;MED26;#N/A
650;TTN;#N/A
651;SELPLG;#N/A
652;INSR;x
653;S1PR4;#N/A
654;PSMA1;#N/A
655;ATP5F1D;#N/A
656;HDAC4;x
657;FOXG1;#N/A
658;CBX4;#N/A
659;P2RY12;#N/A
660;SGF29;#N/A
661;CASP8;x
662;HVCN1;#N/A
663;ACTR2;#N/A
664;DMXL1;#N/A
665;ASXL2;x
666;MAP1LC3A;#N/A
667;GADD45GIP1;#N/A
668;CYTH4;#N/A
669;PCBP1;#N/A
670;UCHL5;#N/A
671;PSMD14;#N/A
672;KIF20A;#N/A
673;CEP350;#N/A
674;TGFBR2;x
675;TSR3;#N/A
676;NDUFB7;#N/A
677;LRRTM2;#N/A
678;STK4;#N/A
679;JUP;#N/A
680;FOXK1;#N/A
681;MARK2;#N/A
682;MAGED1;#N/A
683;ITGB2;#N/A
684;CD72;#N/A
685;VTI1B;#N/A
686;MED1;#N/A
687;NCOR2;#N/A
688;COPS2;#N/A
689;STX7;#N/A
690;PRKCD;#N/A
691;DLG3;#N/A
692;NCAPH;#N/A
693;DDA1;#N/A
694;CEP170;#N/A
695;AGO4;#N/A
696;DNAJA1;#N/A
697;SMG1;x
698;ATP1B4;#N/A
699;SMARCC2;#N/A
700;FASLG;#N/A
701;MYH13;#N/A
702;PTK2B;#N/A
703;SRRM2;#N/A
704;MED28;#N/A
705;TLE1;#N/A
706;BTNL8;#N/A
707;TFDP1;#N/A
708;RPS3A;#N/A
709;MTNR1B;#N/A
710;STX1A;#N/A
711;RABGGTB;#N/A
712;TRRAP;#N/A
713;MAP3K5;#N/A
714;HCFC1;#N/A
715;RPS6;#N/A
716;GNAI1;#N/A
717;SUMO4;#N/A
718;RICTOR;x
719;TAB2;#N/A
720;PIK3C2A;#N/A
721;SKP2;#N/A
722;PEX5;#N/A
723;ATXN1;#N/A
724;PRKACA;x
725;PIAS1;#N/A
726;CNOT1;#N/A
727;FSTL1;x
728;TUBA4A;#N/A
729;NCF4;#N/A
730;MAPT;#N/A
731;LCA5;#N/A
732;MEOX2;#N/A
733;RAN;#N/A
734;CALCOCO2;#N/A
735;STAP1;#N/A
736;NDUFA9;#N/A
737;NDUFS3;#N/A
738;EZR;#N/A
739;CLU;#N/A
740;APOBEC3G;#N/A
741;USP37;#N/A
742;NCOA3;x
743;CDC27;#N/A
744;PLCB2;#N/A
745;TOP1;x
746;JAK1;x
747;FCRL3;#N/A
748;SSX2IP;#N/A
749;STK11;x
750;UBB;#N/A
751;ILF3;#N/A
752;LRRK1;#N/A
753;MRPL9;#N/A
754;FAS;x
755;ORC1;#N/A
756;MMP2;#N/A
757;YY1;x
758;CRKL;x
759;POMK;#N/A
760;AXIN1;x
761;CTBP2;#N/A
762;SF3B1;x
763;SUPT5H;#N/A
764;POLR2C;#N/A
765;ASPM;#N/A
766;JMJD6;#N/A
767;NEDD1;#N/A
768;ZBTB16;#N/A
769;PXN;#N/A
770;PRR11;#N/A
771;DNAJC7;#N/A
772;SMARCD1;#N/A
773;TNRC6B;#N/A
774;IRS4;#N/A
775;ACTN1;#N/A
776;RPS14;#N/A
777;USP19;#N/A
778;POLR2F;#N/A
779;SNRPA1;#N/A
780;TP53BP2;#N/A
781;PRKCZ;#N/A
782;UBE2M;#N/A
783;PUF60;#N/A
784;MTA1;#N/A
785;KIF4A;#N/A
786;MAD2L1;#N/A
787;HMGA1;x
788;HNRNPM;#N/A
789;PDIA3;#N/A
790;DAZAP2;#N/A
791;SF3A2;#N/A
792;ATL3;#N/A
793;SKAP1;#N/A
794;NFATC1;#N/A
795;PVRIG;#N/A
796;GABARAP;#N/A
797;POLR2G;#N/A
798;EFNB2;#N/A
799;RELB;#N/A
800;NDUFA8;#N/A
801;GAB1;x
802;USHBP1;#N/A
803;PPARG;x
804;NDUFS5;#N/A
805;RPSA;#N/A
806;CASK;#N/A
807;SNIP1;#N/A
808;LUC7L2;#N/A
809;FOXI2;#N/A
810;PPP4C;#N/A
811;NXF1;#N/A
812;BAZ2B;#N/A
813;PSMD11;#N/A
814;SIRT6;#N/A
815;CD226;#N/A
816;LSM7;#N/A
817;NCAPG;#N/A
818;MYH6;#N/A
819;UBR5;x
820;TNFAIP8L2;#N/A
821;PJA2;#N/A
822;SETDB1;x
823;EMD;#N/A
824;NCSTN;x
825;NCOA6;#N/A
826;ATR;x
827;IFIT3;#N/A
828;TTC30B;#N/A
829;NRG1;x
830;ERLIN2;#N/A
831;ZHX1;#N/A
832;LGALS3BP;#N/A
833;COL1A1;x
834;SOD1;#N/A
835;SMARCB1;x
836;ARIH1;#N/A
837;FANCD2;x
838;HMGB1;#N/A
839;ELAVL1;#N/A
840;GMCL1;#N/A
841;LLGL2;#N/A
842;CST7;#N/A
843;REL;x
844;CEACAM21;#N/A
845;PSMC2;#N/A
846;MGA;x
847;MRPL47;#N/A
848;GRN;#N/A
849;ATP5F1A;#N/A
850;GTF2B;#N/A
851;SPDYA;#N/A
852;MDM4;x
853;TSG101;#N/A
854;RPS4X;#N/A
855;STX4;#N/A
856;RAB40AL;#N/A
857;TRADD;#N/A
858;CDK5;#N/A
859;RRP1B;#N/A
860;RUNX1T1;x
861;KIF5B;#N/A
862;CDCA8;#N/A
863;MED12;x
864;KHDRBS2;#N/A
865;LAPTM5;#N/A
866;HDAC5;#N/A
867;GDPD1;#N/A
868;MYH7;#N/A
869;TMEM132A;#N/A
870;CRX;#N/A
871;PRKCA;#N/A
872;RPS16;#N/A
873;NEDD4L;#N/A
874;IFIT1;#N/A
875;PTEN;x
876;CCR4;#N/A
877;UBXN1;#N/A
878;RB1CC1;#N/A
879;FBXO6;#N/A
880;EED;x
881;GAR1;#N/A
882;TAF10;#N/A
883;TIMMDC1;#N/A
884;SLC9A3R2;#N/A
885;JOSD2;#N/A
886;FBXL15;#N/A
887;GNB1;x
888;MRPL1;#N/A
889;THOC1;#N/A
890;DYRK1B;#N/A
891;SYK;x
892;CD19;x
893;LTN1;#N/A
894;ARID2;x
895;SMARCA5;#N/A
896;PSMA3;#N/A
897;CCNB2;#N/A
898;ISLR;#N/A
899;PDZK1;#N/A
900;TAF1;x
901;ANKHD1;#N/A
902;DLK1;#N/A
903;MAGEA11;#N/A
904;KIF2A;#N/A
905;RPL37A;#N/A
906;FGFR1;x
907;TNFAIP8;#N/A
908;HRAS;x
909;USP22;#N/A
910;PHKG2;#N/A
911;CCND1;x
912;TRAF3;x
913;THBS3;#N/A
914;ADAM12;#N/A
915;LRRC15;#N/A
916;NCBP1;#N/A
917;MYH4;#N/A
918;ECH1;#N/A
919;BAD;#N/A
920;EIF3F;#N/A
921;MCL1;x
922;FBXW7;x
923;BAG2;#N/A
924;BAIAP2;#N/A
925;USP20;#N/A
926;CDC23;#N/A
927;E2F6;#N/A
928;SYNE4;#N/A
929;SRPK3;#N/A
930;ZEB1;#N/A
931;UBN2;#N/A
932;CCDC22;#N/A
933;LZTS2;#N/A
934;SLC9A9;#N/A
935;RPL8;#N/A
936;WWP2;#N/A
937;AURKB;x
938;LHX4;#N/A
939;STK3;#N/A
940;OR5F1;#N/A
941;COL5A1;#N/A
942;C4orf17;#N/A
943;MRPL39;#N/A
944;RPAP3;#N/A
945;TP53BP1;x
946;STX3;#N/A
947;PTPN4;#N/A
948;RPL11;#N/A
949;SET;x
950;TLR10;#N/A
951;LAIR1;#N/A
952;MFAP3;#N/A
953;CD1B;#N/A
954;SDF4;#N/A
955;AP2A1;#N/A
956;A1CF;#N/A
957;NFAT5;#N/A
958;NCOA2;#N/A
959;CCDC124;#N/A
960;TRIM25;#N/A
961;RAB5A;#N/A
962;HDGFL2;#N/A
963;SEH1L;#N/A
964;ACTC1;#N/A
965;TELO2;#N/A
966;RBFOX2;#N/A
967;IFT57;#N/A
968;CD200R1;#N/A
969;FLYWCH2;#N/A
970;CLTB;#N/A
971;RUNX1;x
972;TMEM171;#N/A
973;MTA2;#N/A
974;TRIM23;#N/A
975;ABI1;#N/A
976;BCL7C;#N/A
977;UBXN7;#N/A
978;EXO1;#N/A
979;RPAP2;#N/A
980;CDH11;x
981;LRP2;#N/A
982;RHOT2;#N/A
983;NIF3L1;#N/A
984;TTK;#N/A
985;DYNC1H1;#N/A
986;PSMA2;#N/A
987;PSMB3;#N/A
988;HNRNPH1;#N/A
989;CDH5;#N/A
990;HSF1;#N/A
991;SLC33A1;#N/A
992;RING1;#N/A
993;PSEN1;#N/A
994;STRN;#N/A
995;NDN;#N/A
996;ZFP41;#N/A
997;FAP;#N/A
998;ANXA2;#N/A
999;IRF3;#N/A
1000;WRAP73;#N/A
1001;NME3;#N/A
1002;DYNLL2;#N/A
1003;PHB;#N/A
1004;DOK3;#N/A
1005;SMC6;#N/A
1006;RBL1;#N/A
1007;EFEMP2;#N/A
1008;SMARCC1;#N/A
1009;IL7R;x
1010;DICER1;x
1011;CFL1;#N/A
1012;NID2;#N/A
1013;RNF41;#N/A
1014;KLHL20;#N/A
1015;ZNF410;#N/A
1016;GLT8D2;#N/A
1017;MZT2B;#N/A
1018;PECAM1;#N/A
1019;HLA-E;#N/A
1020;GZMA;#N/A
1021;PRG2;#N/A
1022;STAU1;#N/A
1023;GNAQ;x
1024;FOXL2;x
1025;DAB2;#N/A
1026;FUS;x
1027;TNPO1;#N/A
1028;KDR;x
1029;PRKAA2;#N/A
1030;BAX;#N/A
1031;PMS1;x
1032;HCK;#N/A
1033;DACT1;#N/A
1034;FOSL2;#N/A
1035;TNFAIP3;x
1036;CD79A;x
1037;SRPK1;#N/A
1038;MPG;#N/A
1039;CNOT2;#N/A
1040;ERG;x
1041;SMARCE1;x
1042;PSMC4;#N/A
1043;IRS1;x
1044;TUBA3C;#N/A
1045;NDC80;#N/A
1046;WDR24;#N/A
1047;RC3H1;#N/A
1048;CREB3;#N/A
1049;RPS11;#N/A
1050;TNFRSF13B;#N/A
1051;LRPPRC;#N/A
1052;COPS7A;#N/A
1053;NT5E;#N/A
1054;FBXO7;#N/A
1055;ZNHIT1;#N/A
1056;CCNT1;#N/A
1057;SETX;#N/A
1058;SNRNP200;#N/A
1059;RPS19;#N/A
1060;PRKCI;x
1061;NAAA;#N/A
1062;DDX3X;x
1063;UNC119;#N/A
1064;LUM;#N/A
1065;EEF1G;#N/A
1066;IGF1R;x
1067;TCEA1;#N/A
1068;EIF4G1;#N/A
1069;OTUD4;#N/A
1070;BCAR1;#N/A
1071;CYP1A1;#N/A
1072;PIH1D1;#N/A
1073;ZNF518A;#N/A
1074;TOLLIP;#N/A
1075;PPP2R2D;#N/A
1076;USP50;#N/A
1077;FYCO1;#N/A
1078;BRCA2;x
1079;USF1;#N/A
1080;DPEP2;#N/A
1081;FOXA3;#N/A
1082;ZNF205;#N/A
1083;ZNF707;#N/A
1084;ZNF148;#N/A
1085;RPS15;x
1086;THBS2;#N/A
1087;MKI67;x
1088;BANP;#N/A
1089;TIMP2;#N/A
1090;RAB11B;#N/A
1091;NR4A1;#N/A
1092;DRD3;#N/A
1093;STRN3;#N/A
1094;EAF1;#N/A
1095;PSMC6;#N/A
1096;ZNF688;#N/A
1097;MAP1LC3B;#N/A
1098;GPR52;#N/A
1099;ATXN3;#N/A
1100;PA2G4;#N/A
1101;COMTD1;#N/A
1102;CDK2AP1;#N/A
1103;PLEKHO2;#N/A
1104;PSMB9;#N/A
1105;GP1BA;#N/A
1106;KHDRBS1;#N/A
1107;B2M;x
1108;SPOP;x
1109;COL5A2;#N/A
1110;BCLAF1;#N/A
1111;SNAP29;#N/A
1112;HNRNPC;#N/A
1113;CTTN;#N/A
1114;NOL12;#N/A
1115;MAPK9;#N/A
1116;TSPAN3;#N/A
1117;EDA;#N/A
1118;POLR1A;#N/A
1119;HNRNPH2;#N/A
1120;RPGRIP1L;#N/A
1121;FLNC;#N/A
1122;PIK3R2;x
1123;HJURP;#N/A
1124;PRKAR1A;x
1125;BLM;x
1126;TYK2;x
1127;USP49;#N/A
1128;KIR2DS2;#N/A
1129;GDF2;#N/A
1130;PAK1;x
1131;FER;#N/A
1132;VDAC1;#N/A
1133;PMS2;x
1134;IKZF3;x
1135;GABARAPL1;#N/A
