No.;Gene name;Oncogene or Tumor Suppresson gene
188;TIMM10;#N/A
189;DOT1L;x
190;SLK;#N/A
191;ALOX12B;x
192;SRR;#N/A
193;RPL36A;#N/A
194;ARG1;#N/A
195;OGG1;#N/A
196;STRBP;#N/A
197;SHMT1;#N/A
198;RPS6KC1;#N/A
199;RPS6KA6;#N/A
200;MS4A1;#N/A
201;GNG11;#N/A
202;HK1;#N/A
203;SOD2;#N/A
204;AHCY;#N/A
205;POLR1D;#N/A
206;RANGRF;#N/A
207;MOS;#N/A
208;PIGN;#N/A
209;CDKN2B;x
210;CLPTM1L;#N/A
211;GRWD1;#N/A
212;SCYL2;#N/A
213;ERP29;#N/A
214;SRM;#N/A
215;CAPG;#N/A
216;MAP3K15;#N/A
217;ROS1;x
218;AQP4;#N/A
219;MAGEA8;#N/A
220;TRIM6;#N/A
221;ZNF93;#N/A
222;PCSK1;#N/A
223;C1orf131;#N/A
224;GOT1;#N/A
225;POU3F2;x
226;SMYD5;#N/A
227;ETV4;x
228;C16orf74;#N/A
229;ABCB4;#N/A
230;CACNA1I;#N/A
231;KDELR2;#N/A
232;EFNA3;#N/A
233;LAD1;#N/A
234;THEG;#N/A
235;ZNF146;#N/A
236;FGF5;x
237;GRB2;#N/A
238;MYBL1;x
239;KRT16;#N/A
240;ENO3;#N/A
241;KCNQ2;#N/A
242;EFNA5;#N/A
243;MAPK1;x
244;TNC;#N/A
245;RPL37;#N/A
246;SLC7A5;#N/A
247;ENO2;#N/A
248;CEND1;#N/A
249;PRSS3;#N/A
250;HOXC10;#N/A
251;SHC1;#N/A
252;PHOX2A;#N/A
253;PIK3R1;x
254;HOXB6;#N/A
255;TMEM79;#N/A
256;PRB3;#N/A
257;CP;#N/A
258;ODR4;#N/A
259;NEB;#N/A
260;APOA4;#N/A
261;PSD3;#N/A
262;CASP6;#N/A
263;MAPK3;x
264;URB1;#N/A
265;MARK1;#N/A
266;NR1H4;#N/A
267;DUSP4;x
268;FAM98A;#N/A
269;CDCP1;#N/A
270;EREG;#N/A
271;PCDHA4;#N/A
272;EPHA7;x
273;PTPRH;#N/A
274;CDX2;#N/A
275;ADAP1;#N/A
276;TNS4;#N/A
277;PDIA2;#N/A
278;SDK1;#N/A
279;KIF1A;#N/A
280;PNMA3;#N/A
281;MAP2K2;x
282;SUPV3L1;#N/A
283;MARCKSL1;#N/A
284;IGF2BP3;#N/A
285;PPAT;#N/A
286;MKRN3;#N/A
287;FOXO6;#N/A
288;MSH2;x
289;NOL6;#N/A
290;SRC;x
291;MET;x
292;PTGES2;#N/A
293;STT3A;#N/A
294;CA9;#N/A
295;G6PD;#N/A
296;IGF2BP2;#N/A
297;MICALL2;#N/A
298;PIK3R2;x
299;ZNF622;#N/A
300;CCDC137;#N/A
301;TGFA;#N/A
302;NOL11;#N/A
303;STRADB;#N/A
304;PLOD1;#N/A
305;PTK6;#N/A
306;DCST1;#N/A
307;FGA;#N/A
308;SOX9;x
309;SLC25A13;#N/A
310;KRT10;#N/A
311;HOXC9;#N/A
312;PLOD2;#N/A
313;PNPT1;#N/A
314;FGFR1;x
315;HNF1A;x
316;MAST1;#N/A
317;HSP90AB1;#N/A
318;TFB2M;#N/A
319;H2AX;#N/A
320;VEZT;#N/A
321;ASS1;#N/A
322;EPS8L1;#N/A
323;PIK3CB;x
324;PTPRZ1;#N/A
325;INSR;x
326;TMEM150A;#N/A
327;DDX52;#N/A
328;NABP2;#N/A
329;AKT3;x
330;ASCL1;#N/A
331;OAT;#N/A
332;PAK1;x
333;PLCG1;x
334;TERT;x
335;MYBPC1;#N/A
336;GNL3;#N/A
337;SLC12A2;#N/A
338;TP53;x
339;FOXD3;#N/A
340;MCF2;#N/A
341;RECQL4;x
342;AKT2;x
343;AMBP;#N/A
344;WDR3;#N/A
345;F7;#N/A
346;LAPTM4B;#N/A
347;RPP40;#N/A
348;PRDX4;#N/A
349;CDCA7L;#N/A
350;PIK3R3;x
351;EPHB2;#N/A
352;PUSL1;#N/A
353;GPSM2;#N/A
354;PDGFRA;x
355;FGD6;#N/A
356;MYO7A;#N/A
357;TFAP2A;#N/A
358;PIK3CD;x
359;RSL1D1;#N/A
360;FAM83B;#N/A
361;HMGA1;x
362;SYTL2;#N/A
363;YTHDF1;#N/A
364;CDK4;x
365;GCM1;#N/A
366;PDGFRB;x
367;TOM1L1;#N/A
368;SSR4;#N/A
369;HNRNPAB;#N/A
370;AGA;#N/A
371;RNASE7;#N/A
372;RET;x
373;SOX4;#N/A
374;LAGE3;#N/A
375;SLC9A2;#N/A
376;DDX10;#N/A
377;TMUB1;#N/A
378;DUSP9;#N/A
379;PYGB;#N/A
380;GREM1;x
381;YWHAZ;#N/A
382;P3H1;#N/A
383;NOB1;#N/A
384;FN1;#N/A
385;STAP2;#N/A
386;SORD;#N/A
387;KIT;x
388;DYRK2;#N/A
389;COL9A3;#N/A
390;HOXA10;#N/A
391;NARF;#N/A
392;PRKCA;#N/A
393;ATF5;#N/A
394;XPOT;#N/A
395;ZC3HC1;#N/A
396;ATP1B1;#N/A
397;OBSL1;#N/A
398;KCNQ3;#N/A
399;BRIX1;#N/A
400;RIMS2;#N/A
401;RSPRY1;#N/A
402;LDHB;#N/A
403;ONECUT1;#N/A
404;NNT;#N/A
405;LBP;#N/A
406;IGF1R;x
407;CDH3;#N/A
408;GALNT11;#N/A
409;MRPL15;#N/A
410;CHD7;#N/A
411;CTSV;#N/A
412;AVPR1B;#N/A
413;PDK3;#N/A
414;ABCF2;#N/A
415;TXNRD1;#N/A
416;PGAM5;#N/A
417;CALU;#N/A
418;RCN1;#N/A
419;GSK3B;x
420;ESR1;x
421;IQGAP3;#N/A
422;FGF1;x
423;PDIA4;#N/A
424;COL17A1;#N/A
425;HSP90AA1;x
426;PCNA;#N/A
427;HMGA2;x
428;NSUN2;#N/A
429;PTK2;#N/A
430;MTOR;x
431;NTRK1;x
432;TFAP2C;#N/A
433;ALDH1B1;#N/A
434;USP28;#N/A
435;PKHD1;#N/A
436;CCNF;#N/A
437;S100A9;#N/A
438;SYNJ2;#N/A
439;AHSG;#N/A
440;RFC3;#N/A
441;NONO;#N/A
442;SKP2;#N/A
443;NDRG1;#N/A
444;ITGB3;#N/A
445;SLC25A10;#N/A
446;ERBB4;x
447;LSR;#N/A
448;TFR2;#N/A
449;PCDH7;#N/A
450;KRT17;#N/A
451;FAM111B;#N/A
452;TFG;#N/A
453;FYN;x
454;JAK2;x
455;BRCA1;x
456;CSNK2A1;#N/A
457;SLC39A10;#N/A
458;IGFBP3;#N/A
459;POF1B;#N/A
460;C8orf74;#N/A
461;RIN1;#N/A
462;E2F5;#N/A
463;WDR53;#N/A
464;FLT3;x
465;TTI1;#N/A
466;PRKCG;#N/A
467;MAP2K6;#N/A
468;CBLC;#N/A
469;RFC5;#N/A
470;CHTF18;#N/A
471;AURKA;x
472;WDR74;#N/A
473;C1orf105;#N/A
474;OAS3;#N/A
475;MST1R;x
476;JUP;#N/A
477;FLT4;x
478;PPM1G;#N/A
479;PC;#N/A
480;MCU;#N/A
481;DDX56;#N/A
482;CNTN2;#N/A
483;C8G;#N/A
484;DDIT3;#N/A
485;UCHL1;x
486;PDGFB;x
487;H1-2;#N/A
488;SOS2;#N/A
489;PLA2G4A;#N/A
490;ANK1;#N/A
491;GPR143;#N/A
492;DNAJC12;#N/A
493;MDK;#N/A
494;RPS6KB1;#N/A
495;TKT;#N/A
496;TONSL;#N/A
497;WDR76;#N/A
498;TEK;#N/A
499;GRB14;#N/A
500;DKC1;#N/A
501;FGF2;x
502;PDPK1;#N/A
503;CKAP2;#N/A
504;DCAF13;#N/A
505;RFC2;#N/A
506;SET;x
507;ERBB3;x
508;FARSB;#N/A
509;SMARCB1;x
510;PRLR;#N/A
511;SGPL1;#N/A
512;PAFAH1B3;#N/A
513;PITX2;#N/A
514;GMPPA;#N/A
515;HSP90B1;#N/A
516;GFM1;#N/A
517;PIAS3;#N/A
518;IKBKB;#N/A
519;SHMT2;#N/A
520;CHD1L;#N/A
521;TIMM50;#N/A
522;CDC25A;#N/A
523;CDKN1A;x
524;F2;#N/A
525;ILF2;#N/A
526;PKM;#N/A
527;YWHAB;#N/A
528;TOPBP1;#N/A
529;PRTFDC1;#N/A
530;BIRC5;#N/A
531;LMNB2;#N/A
532;GEMIN2;#N/A
533;PARP1;x
534;DPF1;#N/A
535;FOXL2;x
536;WDR75;#N/A
537;FOXA3;#N/A
538;STAT3;x
539;LUZP4;#N/A
540;MTPAP;#N/A
541;POLB;#N/A
542;PGK1;#N/A
543;CDC25C;#N/A
544;PIPOX;#N/A
545;NOC2L;#N/A
546;MAPKAPK2;#N/A
547;RELA;#N/A
548;NAALADL2;#N/A
549;CDC6;#N/A
550;E2F1;#N/A
551;LRP8;#N/A
552;EPHA4;#N/A
553;UBE3C;#N/A
554;EPHB1;x
555;MYCN;x
556;ITGA2;#N/A
557;TAF1D;#N/A
558;GAB1;x
559;TMPRSS11A;#N/A
560;P4HA1;#N/A
561;FEN1;#N/A
562;HRG;#N/A
563;ACTL8;#N/A
564;PLK4;#N/A
565;CDH2;x
566;LSG1;#N/A
567;EFNA2;#N/A
568;PSMD2;#N/A
569;SHC2;#N/A
570;TDG;#N/A
571;MAPK8;#N/A
572;VRK1;#N/A
573;CHEK1;x
574;PKP1;#N/A
575;SHCBP1;#N/A
576;PBK;#N/A
577;PRKCB;x
578;RARS1;#N/A
579;PRMT5;#N/A
580;TMPO;#N/A
581;FAM83D;#N/A
582;BARD1;x
583;CTPS1;#N/A
584;MCM6;#N/A
585;HDGF;#N/A
586;GOLPH3;#N/A
587;SLC2A1;#N/A
588;ISG15;#N/A
589;AFP;#N/A
590;CCNE1;x
591;CHUK;#N/A
592;MRPL3;#N/A
593;HDAC1;x
594;ATIC;x
595;NOP2;#N/A
596;VIL1;#N/A
597;MOCOS;#N/A
598;CYC1;#N/A
599;SNRPF;#N/A
600;ARFGEF1;#N/A
601;CHEK2;x
602;KRT6B;#N/A
603;EIF4EBP1;#N/A
604;FKBP4;#N/A
605;CSE1L;#N/A
606;AP1S1;#N/A
607;CCND1;x
608;PSMC5;#N/A
609;SEMA3A;#N/A
610;CAMK2A;#N/A
611;DAP3;#N/A
612;IGF2BP1;#N/A
613;NR5A1;#N/A
614;CLSPN;#N/A
615;SHC3;#N/A
616;CDK2;#N/A
617;TAF1A;#N/A
618;MTDH;#N/A
619;CAMK2D;#N/A
620;HNF4A;#N/A
621;STAU2;#N/A
622;SRP68;#N/A
623;KIF18B;#N/A
624;MCM2;#N/A
625;ATAD3A;#N/A
626;CLTC;#N/A
627;TRIB3;x
628;MAPK9;#N/A
629;GPC6;#N/A
630;OPA1;#N/A
631;TWIST1;#N/A
632;ANAPC7;#N/A
633;CDK1;#N/A
634;APOB;#N/A
635;SUMO2;#N/A
636;CAMK2B;#N/A
637;RPN2;#N/A
638;YARS2;#N/A
639;ATF2;#N/A
640;RAD54L;#N/A
641;SLC4A3;#N/A
642;HOXA11;x
643;CSF1R;#N/A
644;KAT2A;#N/A
645;ABL1;x
646;CDK6;x
647;ORM2;#N/A
648;PKMYT1;#N/A
649;APLP1;#N/A
650;BAD;#N/A
651;GOLGA5;#N/A
652;HOXC4;#N/A
653;MDM2;x
654;AURKB;x
655;TUBA4A;#N/A
656;COPG1;#N/A
657;CENPW;#N/A
658;RAC1;x
659;RHOA;x
660;PDCD6;#N/A
661;VEGFA;x
662;FGF4;x
663;CLDN10;#N/A
664;PAK2;#N/A
665;AIFM1;#N/A
666;FGF8;x
667;CRK;#N/A
668;TRPC7;#N/A
669;H1-5;x
670;SENP1;#N/A
671;FANCA;x
672;SRPK3;#N/A
673;PSMD3;#N/A
674;FGF9;x
675;VGF;#N/A
676;CDT1;#N/A
677;SLC9A3R1;#N/A
678;NKRF;#N/A
679;HASPIN;#N/A
680;CCNA2;#N/A
681;GET4;#N/A
682;MAPK11;#N/A
683;MAGEB2;#N/A
684;FOXA1;x
685;HOXA9;#N/A
686;FHL2;#N/A
687;TUBB2A;#N/A
688;MAPK8IP2;#N/A
689;CENPA;#N/A
690;EXOSC4;#N/A
691;JUN;x
692;PRKAA2;#N/A
693;TRAF2;#N/A
694;MAPK12;#N/A
695;NEK2;#N/A
696;SNRPB;#N/A
697;GANAB;#N/A
698;CDC37;#N/A
699;HDAC2;x
700;MRPL37;#N/A
701;MRPS35;#N/A
702;MELK;#N/A
703;NFKB1;#N/A
704;TUBG1;#N/A
705;FGF23;x
706;E2F3;x
707;TTK;#N/A
708;ESPL1;#N/A
709;MAPK13;#N/A
710;PLK1;#N/A
711;PRCC;x
712;FGF10;x
713;MYEOV;#N/A
714;DNTTIP1;#N/A
715;PRR11;#N/A
716;ARX;#N/A
717;IKBKG;#N/A
718;CDC42;x
719;PTPN6;#N/A
720;H2BC18;#N/A
721;PCDHB5;#N/A
722;EXO1;#N/A
723;NGEF;#N/A
724;SASS6;#N/A
725;DNAJB11;#N/A
726;KIF11;#N/A
727;LMTK2;#N/A
728;SYNPR;#N/A
729;INCENP;#N/A
730;RB1;x
731;GTSE1;#N/A
732;RPAP3;#N/A
733;KIF20A;#N/A
734;FKBP10;#N/A
735;HORMAD1;#N/A
736;IGF1;x
737;NEUROD1;#N/A
738;SSR1;#N/A
739;PDGFA;#N/A
740;RACGAP1;#N/A
741;VDAC1;#N/A
742;CDCA5;#N/A
743;CBX8;#N/A
744;ARCN1;#N/A
745;NCAPH;#N/A
746;A2ML1;#N/A
747;LYN;x
748;DEPDC1B;#N/A
749;CBL;x
750;ZIC3;#N/A
751;SPINK5;#N/A
752;GMPS;#N/A
753;STIP1;#N/A
754;DLGAP5;#N/A
755;PLXNA3;#N/A
756;ATAD3B;#N/A
757;QPRT;#N/A
758;MKI67;x
759;ITGB4;#N/A
760;SNRPA;#N/A
761;ACE2;#N/A
762;DNM1L;#N/A
763;PRKACA;x
764;GTF2E2;#N/A
765;KARS1;#N/A
766;MAPK10;#N/A
767;KIF4A;#N/A
768;PTPN11;x
769;PRC1;#N/A
770;CBR1;#N/A
771;NCAPG2;#N/A
772;KIF14;#N/A
773;JAK3;x
774;MCM4;#N/A
775;FANCD2;x
776;SMC2;#N/A
777;EPHA2;#N/A
778;ERO1A;#N/A
779;TARS1;#N/A
780;CPSF4;#N/A
781;EXOC3;#N/A
782;TGFBR2;x
783;FAM171A2;#N/A
784;H2BC5;#N/A
785;CBX2;#N/A
786;CENPH;#N/A
787;NUSAP1;#N/A
788;PGBD5;x
789;CDCA2;#N/A
790;RAC3;#N/A
791;LCK;x
792;PDIA3;#N/A
793;KIF23;#N/A
794;STK4;#N/A
795;PKP3;#N/A
796;PSMD11;#N/A
797;TIMELESS;#N/A
798;H1-3;x
799;CCNE2;#N/A
800;HSPA9;#N/A
801;RPS6KB2;x
802;BLM;x
803;MAD2L1;#N/A
804;TPX2;#N/A
805;DCUN1D5;#N/A
806;ZWINT;#N/A
807;CENPF;#N/A
808;FGF7;x
809;HOXB9;#N/A
810;CDCA8;#N/A
811;PYGL;#N/A
812;NKX6-1;#N/A
813;EIF6;#N/A
814;HGF;x
815;FRS2;x
816;BUB3;#N/A
817;MARK3;#N/A
818;CCNB1;#N/A
819;PSMD4;#N/A
820;HEATR1;#N/A
821;PAK3;#N/A
822;SNX21;#N/A
823;CCT3;#N/A
824;CHPF;#N/A
825;CENPO;#N/A
826;RYK;#N/A
827;USH1C;#N/A
828;DEK;x
829;PIM2;#N/A
830;CDX1;#N/A
831;SUZ12;x
832;FGF3;x
833;LRRK2;#N/A
834;DSCC1;#N/A
835;MYBPH;#N/A
836;CDC20;#N/A
837;PTK2B;#N/A
838;MCM3;#N/A
839;SERPINB4;#N/A
840;TSHR;x
841;LYPD3;#N/A
842;CDK8;x
843;PAXIP1;#N/A
844;SLC5A3;#N/A
845;FBXO5;#N/A
846;H2BC21;#N/A
847;ROCK1;#N/A
848;CHAF1A;#N/A
849;ABCA12;#N/A
850;MAGED1;#N/A
851;SHC4;#N/A
852;DTX2;#N/A
853;VCAM1;#N/A
854;RAD54B;#N/A
855;BAX;#N/A
856;ASB11;#N/A
857;KRT6A;#N/A
858;COL2A1;x
859;H2BC13;#N/A
860;HMMR;#N/A
861;NDUFS2;#N/A
862;SMC4;#N/A
863;EPHB3;#N/A
864;TGFBR1;x
865;HBEGF;#N/A
866;FOS;#N/A
867;AP2M1;#N/A
868;HJURP;#N/A
869;MYBL2;#N/A
870;TCP1;#N/A
871;GABRG2;#N/A
872;TRMT2B;#N/A
873;HMGB3;#N/A
874;EZH2;x
875;ITGAV;#N/A
876;GFAP;#N/A
877;ACTL6A;#N/A
878;DEPDC1;#N/A
879;CBX1;#N/A
880;RBL1;#N/A
881;TBL1X;#N/A
882;EPHA1;#N/A
883;GPI;#N/A
884;SLC39A4;#N/A
885;LRPPRC;#N/A
886;HOXB3;#N/A
887;CPSF3;#N/A
888;FOXB1;#N/A
889;FANCI;#N/A
890;PA2G4;#N/A
891;NFYA;#N/A
892;MRPL58;#N/A
893;CENPI;#N/A
894;POLQ;#N/A
895;KSR1;#N/A
896;DNMT3B;x
897;TTBK1;#N/A
898;GRIP1;#N/A
899;H2AC21;#N/A
900;RAD23B;#N/A
901;ANKIB1;#N/A
902;RUNX2;#N/A
903;PRKD1;#N/A
904;H4C13;#N/A
905;PRKCZ;#N/A
906;SPAG5;#N/A
907;IQGAP1;x
908;PTEN;x
909;HOXB2;#N/A
910;NCAPG;#N/A
911;APP;#N/A
912;BRIP1;x
913;HIF1A;x
914;PIM1;#N/A
915;GMNN;#N/A
916;RUNDC3A;#N/A
917;H2BC6;#N/A
918;JAK1;x
919;HOXC6;#N/A
920;MKNK1;#N/A
921;CRKL;x
922;POLE;x
923;MUC16;#N/A
924;ERCC6L;#N/A
925;BUB1B;x
926;BSPRY;#N/A
927;CAND1;#N/A
928;IRS1;x
929;TUBB2B;#N/A
930;BOLL;#N/A
931;OCRL;#N/A
932;MMS22L;#N/A
933;SSRP1;#N/A
934;RALGPS2;#N/A
935;CDKN1B;x
936;S100A2;#N/A
937;RAD51AP1;#N/A
938;ROCK2;#N/A
939;FGB;#N/A
940;XPO5;#N/A
941;NELFCD;#N/A
942;NCBP2;#N/A
943;ATAD5;#N/A
944;UPRT;#N/A
945;FANCG;x
946;SUV39H2;#N/A
947;POLR2B;#N/A
948;PLCG2;x
949;ARRB2;#N/A
950;GLS;#N/A
951;MRM1;#N/A
952;H2AC4;#N/A
953;LRIF1;#N/A
954;TRIP13;x
955;USP14;#N/A
956;MCM7;#N/A
957;RAP1A;#N/A
958;PRKACB;#N/A
959;HCK;#N/A
960;WNK3;#N/A
961;CDC45;#N/A
962;CBX3;#N/A
963;MARS1;#N/A
964;FH;x
965;KLHL12;#N/A
966;DCPS;#N/A
967;PRKCD;#N/A
968;STIL;#N/A
969;MTBP;#N/A
970;CREB1;x
971;COPS6;#N/A
972;MAPKAPK3;#N/A
973;STAT5A;x
974;CDH4;x
975;EXOSC2;#N/A
976;FER;#N/A
977;RAE1;#N/A
978;PYGO2;#N/A
979;FOXG1;#N/A
980;DHTKD1;#N/A
981;GORASP2;#N/A
982;CKAP4;#N/A
983;SYT6;#N/A
984;SYK;x
985;PPP2R2C;#N/A
986;HSPD1;#N/A
987;CHRNA9;#N/A
988;AREG;#N/A
989;CALML5;#N/A
990;BCL2;x
991;NR4A1;#N/A
992;CIP2A;#N/A
993;COL10A1;#N/A
994;CCT6A;#N/A
995;MAGEC2;#N/A
996;SKA3;#N/A
997;POLD2;#N/A
998;DNAH14;#N/A
999;KDM1A;#N/A
1000;BUB1;#N/A
1001;EIF3B;#N/A
1002;GNGT1;#N/A
1003;H2AC20;#N/A
1004;USP39;#N/A
1005;DSG3;#N/A
1006;SPDEF;#N/A
1007;FGR;#N/A
1008;TH;#N/A
1009;ACTG1;x
1010;KIF2C;#N/A
1011;RNASEH2A;x
1012;RALY;#N/A
1013;CENPE;#N/A
1014;IGF2;x
1015;NQO1;x
1016;E2F2;#N/A
1017;NAA25;#N/A
1018;RPS6KA5;#N/A
1019;CENPU;#N/A
1020;NDC80;#N/A
1021;LIG3;#N/A
1022;THBS2;#N/A
1023;TGFB2;#N/A
1024;ZAP70;#N/A
1025;GADD45A;#N/A
1026;INS;#N/A
1027;STAT5B;x
1028;SCRIB;#N/A
1029;RAD51;x
1030;FTCD;#N/A
1031;CSNK1A1;#N/A
1032;ARRB1;#N/A
1033;ESR2;#N/A
1034;HBE1;#N/A
1035;TRIM54;#N/A
1036;ORC1;#N/A
1037;RBBP4;#N/A
1038;BCAR1;#N/A
1039;HS6ST2;#N/A
1040;TPH2;#N/A
1041;RFWD3;#N/A
1042;HNRNPU;#N/A
1043;AKR1C1;#N/A
1044;FOXQ1;#N/A
1045;NUP205;#N/A
1046;POLR2J;#N/A
1047;TERF1;#N/A
1048;SMAD3;x
1049;MAP3K3;#N/A
1050;KIF22;#N/A
1051;KDELR1;#N/A
1052;AARS1;#N/A
1053;P4HB;#N/A
1054;DYRK1A;#N/A
1055;SDF2L1;#N/A
1056;CDCA7;#N/A
1057;MDH2;#N/A
1058;MKNK2;#N/A
1059;NRG1;x
1060;BTC;#N/A
1061;H2BC14;#N/A
1062;ACTB;#N/A
1063;SNRPE;#N/A
1064;CDC123;#N/A
1065;LCE3E;#N/A
1066;C5orf22;#N/A
1067;MINK1;#N/A
1068;CABYR;#N/A
1069;STAT1;#N/A
1070;MPHOSPH9;#N/A
1071;MAP3K5;#N/A
1072;PRPF4;#N/A
1073;MAGEA3;#N/A
1074;PON2;#N/A
1075;LHX2;#N/A
1076;RPL10;#N/A
1077;NIPSNAP1;#N/A
1078;ROR1;#N/A
1079;C2orf72;#N/A
1080;CAPN5;#N/A
1081;MERTK;x
1082;SMAD2;x
1083;TYRO3;#N/A
1084;SIM1;#N/A
1085;ACTR5;#N/A
1086;DDC;#N/A
1087;LRRC15;#N/A
1088;MUSK;#N/A
1089;TMEM171;#N/A
1090;LTK;x
1091;MCM10;#N/A
1092;NUP107;#N/A
1093;DDR1;#N/A
1094;FOXE1;#N/A
1095;EPHB4;x
1096;ROR2;#N/A
1097;TNFSF11;#N/A
1098;GADD45G;#N/A
1099;IARS1;#N/A
1100;BAK1;#N/A
1101;RAP1B;#N/A
1102;NRBP1;#N/A
1103;ALDH3A2;#N/A
1104;SRPK1;#N/A
1105;RAD18;#N/A
1106;GINS1;#N/A
1107;HECW1;#N/A
1108;TRPS1;#N/A
1109;MAST2;#N/A
1110;AXL;x
1111;CAPRIN1;#N/A
1112;UBA6;#N/A
1113;NFKBIA;x
1114;FAM83F;#N/A
1115;SATB2;#N/A
1116;CCT2;#N/A
1117;GADD45B;#N/A
1118;UHRF1;#N/A
1119;MLLT11;#N/A
1120;UNG;#N/A
1121;MCM8;#N/A
1122;CAMK2G;#N/A
1123;YWHAE;#N/A
1124;ADH1C;#N/A
1125;TRAF6;#N/A
1126;GPR37;#N/A
1127;FOXH1;#N/A
1128;NAT9;#N/A
1129;CD4;#N/A
1130;PPP1CC;#N/A
1131;TRIM49;#N/A
1132;PRPF19;#N/A
1133;SMAD4;x
1134;TFDP1;#N/A
1135;IDE;#N/A
1136;PLEKHG4;#N/A
1137;PLEKHA8;#N/A
1138;CDC7;#N/A
1139;H2BC15;#N/A
1140;TGFBI;#N/A
1141;C11orf53;#N/A
1142;SGK1;x
1143;MRPS30;#N/A
