No.;Gene name;Oncogene or Tumor Suppresson gene
148;ZNF638;#N/A
149;BPTF;#N/A
150;VCP;#N/A
151;CUL3;x
152;SREK1;#N/A
153;MDM4;x
154;NBEAL1;#N/A
155;SKP1;#N/A
156;PPP1CB;#N/A
157;MYO9A;#N/A
158;UBN2;#N/A
159;XPO4;#N/A
160;GPR52;#N/A
161;UBE3A;#N/A
162;ZNF148;#N/A
163;HERC1;#N/A
164;INTS6;x
165;IQGAP1;x
166;APP;#N/A
167;GTSE1;#N/A
168;DENND4A;#N/A
169;ANKHD1;#N/A
170;CLASP2;#N/A
171;PIK3R1;x
172;PCNA;#N/A
173;LCOR;#N/A
174;AKT1;x
175;ZNF518A;#N/A
176;VHL;x
177;LATS1;x
178;BRWD3;#N/A
179;EPS15;#N/A
180;KIF11;#N/A
181;DBN1;#N/A
182;IKZF2;#N/A
183;ZNF644;#N/A
184;BTRC;#N/A
185;ZNF292;x
186;ZBTB20;x
187;LGALS8;#N/A
188;LYST;#N/A
189;ATR;x
190;CRYBA1;#N/A
191;SUV39H1;#N/A
192;OSBPL8;#N/A
193;MAP3K3;#N/A
194;BAG6;#N/A
195;MEPCE;#N/A
196;ZMYM2;#N/A
197;RB1;x
198;ZNF410;#N/A
199;CSNK2A2;#N/A
200;STX17;#N/A
201;PEX19;#N/A
202;CBX5;#N/A
203;ELK4;x
204;HMBOX1;#N/A
205;ZFYVE16;#N/A
206;TRIM33;#N/A
207;ASH1L;#N/A
208;ATXN3;#N/A
209;FNIP1;#N/A
210;PGGT1B;#N/A
211;ANKRD26;x
212;ANKAR;#N/A
213;CCDC85B;#N/A
214;OTUD4;#N/A
215;GPR18;#N/A
216;DMTF1;#N/A
217;SENP7;#N/A
218;CNOT6L;#N/A
219;HECTD2;#N/A
220;CCDC7;#N/A
221;SORT1;#N/A
222;FAM126B;#N/A
223;FBXW11;#N/A
224;ZNF808;#N/A
225;SETD2;x
226;DNAJB14;#N/A
227;LIMA1;#N/A
228;FRYL;#N/A
229;SCLT1;#N/A
230;NOTCH1;x
231;CUL1;#N/A
232;MYO19;#N/A
233;MACF1;#N/A
234;PTEN;x
235;ZBTB37;#N/A
236;FYN;x
237;SMCHD1;#N/A
238;SPDYA;#N/A
239;GAB1;x
240;EPC1;#N/A
241;ZNF510;#N/A
242;RAB40AL;#N/A
243;VPS13A;#N/A
244;YWHAH;#N/A
245;LPP;#N/A
246;ZNF417;#N/A
247;NOP56;#N/A
248;CCNT2;#N/A
249;HDAC6;#N/A
250;AFF4;x
251;MEMO1;#N/A
252;CUL5;#N/A
253;NF1;x
254;LGALS3;#N/A
255;ZNF207;#N/A
256;CSNK2A1;#N/A
257;ZBED6;#N/A
258;USP7;#N/A
259;TMEM161B;#N/A
260;HNRNPD;#N/A
261;HELB;#N/A
262;RUFY2;#N/A
263;DYNLL1;#N/A
264;SFN;#N/A
265;BCLAF1;#N/A
266;ZNF460;#N/A
267;MTX3;#N/A
268;AFF1;#N/A
269;ACAD11;#N/A
270;ZNF800;#N/A
271;RUVBL2;#N/A
272;PPP2R1A;x
273;CAPN7;#N/A
274;CLOCK;#N/A
275;TULP4;#N/A
276;CDC42;x
277;SYNPO;#N/A
278;YWHAE;#N/A
279;EEA1;#N/A
280;SMAD2;x
281;AP2M1;#N/A
282;NFAT5;#N/A
283;CBL;x
284;SUMO4;#N/A
285;MBD5;#N/A
286;NEDD8;#N/A
287;MLANA;#N/A
288;RORA;#N/A
289;SQSTM1;x
290;TINF2;#N/A
291;MYO18A;#N/A
292;CCDC18;#N/A
293;EVI5;#N/A
294;PDE5A;#N/A
295;JMJD1C;#N/A
296;GPATCH2;#N/A
297;CDK17;#N/A
298;BMPR2;#N/A
299;HIF1A;x
300;RLIM;#N/A
301;CHD1;#N/A
302;RFX7;#N/A
303;CEP85L;#N/A
304;LRIG2;#N/A
305;MYO1C;#N/A
306;SHC1;#N/A
307;DDI1;#N/A
308;H3C2;#N/A
309;POLK;#N/A
310;LHX4;#N/A
311;JAK2;x
312;PLEKHA3;#N/A
313;ZBTB44;#N/A
314;RC3H2;#N/A
315;ZFC3H1;#N/A
316;CCNA2;#N/A
317;USP15;#N/A
318;FOXB1;#N/A
319;NFKB2;#N/A
320;BRCA2;x
321;ZNF326;#N/A
322;ZNF678;#N/A
323;CEP290;#N/A
324;CDC37;#N/A
325;CEPT1;#N/A
326;TNFRSF1A;#N/A
327;PPP2CA;#N/A
328;SP3;#N/A
329;STAT3;x
330;PIAS2;#N/A
331;STK4;#N/A
332;HGS;#N/A
333;SLC4A7;#N/A
334;RACGAP1;#N/A
335;MLH3;x
336;CDK9;#N/A
337;ZYG11B;#N/A
338;MAPK14;#N/A
339;ZNF91;#N/A
340;CDC20;#N/A
341;RBM15;x
342;YAF2;#N/A
343;VIM;#N/A
344;ANLN;#N/A
345;XRCC3;#N/A
346;ERCC6;#N/A
347;DPP8;#N/A
348;SMAD4;x
349;VPS8;#N/A
350;PIK3CA;x
351;FBXO11;x
352;PRMT6;#N/A
353;LRRTM2;#N/A
354;TRIP11;#N/A
355;TBP;#N/A
356;APOA1;#N/A
357;LRRK2;#N/A
358;ELF2;#N/A
359;COPS5;#N/A
360;SCAF8;#N/A
361;PDS5B;x
362;ABL1;x
363;ZNF280D;#N/A
364;PDC;#N/A
365;C1QBP;#N/A
366;FOXL1;#N/A
367;H4C13;#N/A
368;ZNF490;#N/A
369;KPNB1;#N/A
370;RUVBL1;#N/A
371;USP53;#N/A
372;SLC39A4;#N/A
373;PBRM1;x
374;FBL;#N/A
375;TUBA1C;#N/A
376;AHI1;#N/A
377;CREBRF;#N/A
378;CCDC88A;#N/A
379;DMXL2;#N/A
380;RPS8;#N/A
381;PML;x
382;HDAC11;#N/A
383;ANKRD44;#N/A
384;ZWINT;#N/A
385;MED13;#N/A
386;TTN;#N/A
387;FBXL4;#N/A
388;CD226;#N/A
389;CCNB1;#N/A
390;PTPRK;#N/A
391;PIAS1;#N/A
392;PURA;#N/A
393;PTPN11;x
394;HAX1;#N/A
395;VCPIP1;#N/A
396;HIVEP1;#N/A
397;ZBTB25;#N/A
398;ZEB2;#N/A
399;SOS1;x
400;TRIM28;#N/A
401;TMPPE;#N/A
402;HDAC3;#N/A
403;ACTB;#N/A
404;HSPD1;#N/A
405;XPO1;x
406;BOD1L1;#N/A
407;LRCH3;#N/A
408;NUFIP1;#N/A
409;MAPK1;x
410;EIF4A3;#N/A
411;RBPJ;#N/A
412;RAF1;x
413;USP24;#N/A
414;PTN;#N/A
415;MOB1B;#N/A
416;GCM2;#N/A
417;CUL4A;x
418;ARIH1;#N/A
419;MAGOH;#N/A
420;HDGF;#N/A
421;PHF20L1;#N/A
422;GSK3B;x
423;STRN;#N/A
424;TAFAZZIN;#N/A
425;RAG2;#N/A
426;DDX6;#N/A
427;DDX19B;#N/A
428;MAP3K14;x
429;STUB1;#N/A
430;CRK;#N/A
431;CBWD3;#N/A
432;PRKDC;x
433;ZNF562;#N/A
434;ATP6AP2;#N/A
435;BUB1B;x
436;MORC3;#N/A
437;GABPB1;#N/A
438;RUFY3;#N/A
439;DGKE;#N/A
440;TRAF1;#N/A
441;RAC1;x
442;RAB5C;#N/A
443;RAB7A;#N/A
444;GLP1R;#N/A
445;SP1;#N/A
446;SPINT2;#N/A
447;LYPD3;#N/A
448;BSG;#N/A
449;VAPB;#N/A
450;PAN3;#N/A
451;PRR11;#N/A
452;TENT2;#N/A
453;DLG4;#N/A
454;ATXN7;x
455;FOXK2;#N/A
456;CTDSPL2;#N/A
457;TNFRSF1B;#N/A
458;PYHIN1;#N/A
459;BBIP1;#N/A
460;CAV1;#N/A
461;ASXL2;x
462;UBE2V1;#N/A
463;BUB1;#N/A
464;MAPRE1;#N/A
465;RBBP7;#N/A
466;DISC1;#N/A
467;NR3C1;#N/A
468;PPP1R12A;#N/A
469;PRPF4B;#N/A
470;TUT4;#N/A
471;WDR7;#N/A
472;SMC5;#N/A
473;KIF2C;#N/A
474;CCT2;#N/A
475;SGTB;#N/A
476;PLAUR;#N/A
477;IKZF1;#N/A
478;MTNR1A;#N/A
479;PCF11;#N/A
480;PTCH1;x
481;PRPF40A;#N/A
482;BMP2K;#N/A
483;WDR5;#N/A
484;CUL4B;#N/A
485;HSPB1;#N/A
486;SLC30A7;#N/A
487;LIN7C;#N/A
488;PARP1;x
489;BCL6;x
490;PSMC3;#N/A
491;HSPA4;#N/A
492;HLA-DPA1;#N/A
493;AURKA;x
494;CRYBG3;#N/A
495;SOCS4;#N/A
496;NCK2;#N/A
497;NFKB1;#N/A
498;WAS;#N/A
499;RPS2;#N/A
500;TUBB;#N/A
501;RANBP2;x
502;UBXN7;#N/A
503;SNCA;#N/A
504;TCF4;#N/A
505;SEC16A;#N/A
506;PVRIG;#N/A
507;TBC1D32;#N/A
508;CCT3;#N/A
509;FOXQ1;#N/A
510;RBBP4;#N/A
511;CDCA5;#N/A
512;HERC4;#N/A
513;ZNF264;#N/A
514;KRTAP4-12;#N/A
515;YAP1;x
516;FOS;#N/A
517;NR2C2;#N/A
518;CHMP4B;#N/A
519;NCL;#N/A
520;PTPN4;#N/A
521;CSNK1E;#N/A
522;RNPS1;#N/A
523;MAK;#N/A
524;H1-1;#N/A
525;EFTUD2;#N/A
526;IKBKB;#N/A
527;N4BP2;#N/A
528;COPS6;#N/A
529;FERMT3;#N/A
530;EBLN2;#N/A
531;PRPF31;#N/A
532;MET;x
533;MRPL50;#N/A
534;CCT6A;#N/A
535;EXOG;#N/A
536;ITCH;#N/A
537;UBR1;#N/A
538;MME;#N/A
539;SCAI;#N/A
540;LCORL;#N/A
541;SIRT1;#N/A
542;TUBG1;#N/A
543;NCOR1;x
544;MAP3K7;x
545;CANX;#N/A
546;MAPK8;#N/A
547;SYCP3;#N/A
548;MEF2A;#N/A
549;PLCG1;x
550;RAD51;x
551;GCC2;#N/A
552;SIN3A;#N/A
553;TOP2A;x
554;NEDD4;#N/A
555;NCAPH;#N/A
556;CENPA;#N/A
557;GPR21;#N/A
558;DTNBP1;#N/A
559;HTT;#N/A
560;UBE2D2;#N/A
561;UHRF1BP1L;#N/A
562;INVS;#N/A
563;PRPF8;x
564;CDH1;x
565;LGALS9;#N/A
566;CHEK1;x
567;DVL2;#N/A
568;BCL2;x
569;GUCY1A2;#N/A
570;RHOA;x
571;TCP1;#N/A
572;ATAD5;#N/A
573;ERBB2;x
574;CDK1;#N/A
575;SLC30A4;#N/A
576;STXBP5;#N/A
577;ZNF33A;#N/A
578;C16orf72;#N/A
579;LNX1;#N/A
580;ZMYM6;#N/A
581;PTPN6;#N/A
582;ARR3;#N/A
583;DOCK4;#N/A
584;LUC7L2;#N/A
585;USP11;#N/A
586;RPS3;#N/A
587;RBPMS;#N/A
588;CSNK1A1;#N/A
589;TBL1XR1;x
590;EZH2;x
591;RIPK3;#N/A
592;MAPK3;x
593;PSME3;#N/A
594;DLG1;#N/A
595;RPS3A;#N/A
596;SMARCA4;x
597;TBK1;#N/A
598;IFI16;#N/A
599;YEATS4;#N/A
600;DENND1B;#N/A
601;CEP135;#N/A
602;OXNAD1;#N/A
603;DAXX;x
604;DCAF7;#N/A
605;MRPL4;#N/A
606;BTK;x
607;STOM;#N/A
608;EMC2;#N/A
609;AP4E1;#N/A
610;PRMT1;#N/A
611;SNTB2;#N/A
612;CCT5;#N/A
613;MAD2L1;#N/A
614;PTK2;#N/A
615;TNKS2;#N/A
616;HERC2;#N/A
617;PLSCR1;#N/A
618;RPL14;#N/A
619;FAF2;#N/A
620;PDLIM7;#N/A
621;GOLGA2;#N/A
622;APLF;#N/A
623;LMNA;x
624;DDHD1;#N/A
625;CBX8;#N/A
626;RBM33;#N/A
627;DYRK1A;#N/A
628;CD53;#N/A
629;TRIM27;x
630;XRCC5;#N/A
631;NFKBIA;x
632;EPB41L3;#N/A
633;DDB1;#N/A
634;SPI1;#N/A
635;UBQLN1;#N/A
636;PIN1;#N/A
637;CCT4;#N/A
638;PNKD;#N/A
639;XIAP;x
640;PCM1;#N/A
641;LRP2BP;#N/A
642;PPP2CB;#N/A
643;ACD;#N/A
644;NCK1;#N/A
645;SGTA;#N/A
646;CSNK2B;#N/A
647;G3BP1;#N/A
648;H2BC1;#N/A
649;FOXS1;#N/A
650;YBX1;#N/A
651;CTBP1;#N/A
652;PICK1;#N/A
653;TERF2;#N/A
654;HTR3C;#N/A
655;PEAK1;#N/A
656;RBM39;#N/A
657;GABARAPL2;#N/A
658;STAG1;x
659;RICTOR;x
660;ARHGAP25;#N/A
661;DOCK2;#N/A
662;RPSA;#N/A
663;ITGB1;#N/A
664;TTC14;#N/A
665;DOK2;#N/A
666;JAK3;x
667;LYN;x
668;CCNH;#N/A
669;ZNF507;#N/A
670;FANCI;#N/A
671;CDCA8;#N/A
672;MCM2;#N/A
673;DNAJC13;#N/A
674;RBM41;#N/A
675;HAP1;#N/A
676;ATP13A2;#N/A
677;IL16;#N/A
678;PRMT5;#N/A
679;NUSAP1;#N/A
680;EPM2AIP1;#N/A
681;KAT5;#N/A
682;IL10RA;#N/A
683;TRIP6;#N/A
684;ABCA6;#N/A
685;PARD6B;#N/A
686;RNF2;#N/A
687;MCM7;#N/A
688;PSMC5;#N/A
689;MTOR;x
690;ARMC8;#N/A
691;ZACN;#N/A
692;MCM6;#N/A
693;TFG;#N/A
694;KCNV2;#N/A
695;FGL1;#N/A
696;TBCK;#N/A
697;CDK4;x
698;LCK;x
699;CDC73;x
700;TMEM25;#N/A
701;DNAAF2;#N/A
702;TFDP1;#N/A
703;HNRNPK;#N/A
704;ZNF483;#N/A
705;ERBB3;x
706;TUBA1A;#N/A
707;TRAF3IP3;#N/A
708;NCAPG;#N/A
709;KAT2B;#N/A
710;RPA4;#N/A
711;RPS6;#N/A
712;TPX2;#N/A
713;CCT7;#N/A
714;PSMD2;#N/A
715;WDR83;#N/A
716;ANTXR1;#N/A
717;APOB;#N/A
718;GYPB;#N/A
719;CCR5;#N/A
720;FKBP5;#N/A
721;CDKN1A;x
722;CUL2;#N/A
723;PRKAB2;#N/A
724;SKIL;#N/A
725;TNF;#N/A
726;KIT;x
727;HUWE1;#N/A
728;OFD1;#N/A
729;SNX13;#N/A
730;CHUK;#N/A
731;ATG2B;#N/A
732;TTK;#N/A
733;SMAD5;#N/A
734;ST7L;#N/A
735;TRA2A;#N/A
736;TUT7;#N/A
737;GIT2;#N/A
738;GAPDH;#N/A
739;KCNAB1;#N/A
740;PON2;#N/A
741;SRPK2;#N/A
742;PLEKHO2;#N/A
743;UBE2N;#N/A
744;WDR48;#N/A
745;ZSCAN20;#N/A
746;SPICE1;#N/A
747;ADRB2;#N/A
748;SH3KBP1;#N/A
749;MCM10;#N/A
750;BTNL8;#N/A
751;TSPAN5;#N/A
752;UBE2D3;#N/A
753;SMAD9;#N/A
754;GNAI3;#N/A
755;LPAR1;#N/A
756;PRR14L;#N/A
757;CBX3;#N/A
758;RASA1;x
759;MCOLN3;#N/A
760;LCP2;#N/A
761;RARA;#N/A
762;RPS14;#N/A
763;ASCC3;#N/A
764;TSC22D4;#N/A
765;ZC3H3;#N/A
766;BIRC2;#N/A
767;NCKAP1L;#N/A
768;FXR2;#N/A
769;SKA3;#N/A
770;XRCC6;#N/A
771;TSNAX;#N/A
772;RBX1;#N/A
773;KLF12;#N/A
774;ARHGAP5;#N/A
775;UBE2D1;#N/A
776;EEF1A1;#N/A
777;RFX3;#N/A
778;MBTD1;#N/A
779;PGAP1;#N/A
780;YTHDC2;#N/A
781;CARD8;#N/A
782;FAM189A2;#N/A
783;RAPH1;#N/A
784;TJP1;#N/A
785;CEP192;#N/A
786;DGUOK;#N/A
787;ESPL1;#N/A
788;SMN1;#N/A
789;SMC1A;x
790;KLHL15;#N/A
791;QKI;x
792;CD4;#N/A
793;U2AF2;#N/A
794;PSMD4;#N/A
795;LTBR;#N/A
796;CORO1A;#N/A
797;HIPK3;#N/A
798;STX12;#N/A
799;IL12RB1;#N/A
800;CD81;#N/A
801;UBA5;#N/A
802;DDX5;x
803;KIF23;#N/A
804;CHD4;x
805;RIPK1;#N/A
806;PABPC1;#N/A
807;PSTPIP1;#N/A
808;RAE1;#N/A
809;ZNF652;#N/A
810;PTGER3;#N/A
811;UBE3D;#N/A
812;TEAD2;#N/A
813;IFIT1B;#N/A
814;GNAI2;#N/A
815;CCT8;#N/A
816;MYO5C;#N/A
817;STAT1;#N/A
818;PRC1;#N/A
819;BIRC5;#N/A
820;CHRNA9;#N/A
821;CYLD;x
822;RXRA;#N/A
823;FOXE1;#N/A
824;ZNF790;#N/A
825;RAN;#N/A
826;BCL2L1;#N/A
827;PDGFRB;x
828;NUP153;#N/A
829;FEN1;#N/A
830;SMAD1;#N/A
831;NCOA1;#N/A
832;DHX36;#N/A
833;ACTL6A;#N/A
834;SCN2B;#N/A
835;MASP2;#N/A
836;CD247;#N/A
837;PTPN1;x
838;SNRPG;#N/A
839;ILF2;#N/A
840;BARD1;x
841;KIF4A;#N/A
842;ITGAL;#N/A
843;SENP6;#N/A
844;IRAK1;#N/A
845;FOXJ2;#N/A
846;SRPRB;#N/A
847;MAX;x
848;RANBP9;#N/A
849;GPR135;#N/A
850;HSPA9;#N/A
851;FOXP3;#N/A
852;UBR5;x
853;ACTG1;x
854;RSF1;#N/A
855;LRRC46;#N/A
856;LDHAL6B;#N/A
857;ORC1;#N/A
858;KIF20A;#N/A
859;AGO4;#N/A
860;PILRA;#N/A
861;EIF2AK2;#N/A
862;ECSIT;x
863;KEAP1;x
864;SLAMF1;#N/A
865;INSR;x
866;RBM26;#N/A
867;MYO1F;#N/A
868;CPEB4;#N/A
869;SIAH1;#N/A
870;SLC25A41;#N/A
871;ABRA;#N/A
872;PRPF4;#N/A
873;RPA2;#N/A
874;TRAF3IP1;#N/A
875;ARAF;x
876;CTR9;x
877;CYTH4;#N/A
878;KBTBD7;#N/A
879;NDRG1;#N/A
880;AGO2;#N/A
881;ITGA4;#N/A
882;NIFK;#N/A
883;FOXM1;#N/A
884;SMC3;x
885;CRYAB;#N/A
886;LRP1;#N/A
887;RAPGEF2;#N/A
888;SLC8A1;#N/A
889;STX7;#N/A
890;BAG3;#N/A
891;FAM135A;#N/A
892;CENPO;#N/A
893;VTN;#N/A
894;ABL2;x
895;MYOD1;x
896;MRPS30;#N/A
897;TRIP13;x
898;TMEM185A;#N/A
899;PSMC1;#N/A
900;HJURP;#N/A
901;F2;#N/A
902;ASGR2;#N/A
903;CHD3;#N/A
904;MLH1;x
905;MAGEA1;#N/A
906;MPHOSPH9;#N/A
907;SPAG5;#N/A
908;UPF1;#N/A
909;TAF1;x
910;NDUFA11;#N/A
911;H3-4;#N/A
912;TP63;x
913;PPM1A;#N/A
914;AGTR1;#N/A
915;TNPO1;#N/A
916;FGFR1;x
917;CIP2A;#N/A
918;CBX1;#N/A
919;DENND4C;#N/A
920;IL5;#N/A
921;MIER1;#N/A
922;NSD1;x
923;RAD54L;#N/A
924;PHB2;#N/A
925;BCOR;x
926;ZFX;#N/A
927;ARHGAP9;#N/A
928;ATRIP;x
929;GAK;#N/A
930;CLSPN;#N/A
931;ACTA1;#N/A
932;FHL2;#N/A
933;CD3E;#N/A
934;MMS22L;#N/A
935;CD27;#N/A
936;RUNX1T1;x
937;NDC80;#N/A
938;RPS15A;#N/A
939;THOC2;#N/A
940;SEPTIN1;#N/A
941;ABI2;#N/A
942;GMCL1;#N/A
943;L3MBTL1;#N/A
944;LAIR1;#N/A
945;SPACA1;#N/A
946;IRS4;#N/A
947;CASP8;x
948;IKBKE;x
949;UBR2;#N/A
950;NCBP1;#N/A
951;GNAI1;#N/A
952;UBR3;#N/A
953;TCF3;x
954;UCHL5;#N/A
955;CDK8;x
956;HEPACAM2;#N/A
957;SUV39H2;#N/A
958;MRPL9;#N/A
959;SDCBP;#N/A
960;TF;#N/A
961;KIF14;#N/A
962;RPL10A;#N/A
963;POLR2G;#N/A
964;E2F1;#N/A
965;PATJ;#N/A
966;PAPOLG;#N/A
967;PDGFRA;x
968;NDUFS3;#N/A
969;RPS11;#N/A
970;LPXN;#N/A
971;VSIG4;#N/A
972;HAVCR2;#N/A
973;MAN1A2;#N/A
974;PTPN7;#N/A
975;RPA1;#N/A
976;CDC27;#N/A
977;PSMD14;#N/A
978;NUP107;#N/A
979;EXOSC4;#N/A
980;ZNF267;#N/A
981;CEACAM21;#N/A
982;NUF2;x
983;PRKCD;#N/A
984;EZR;#N/A
985;DNAH14;#N/A
986;HDAC4;x
987;TNFSF13B;#N/A
988;STAT5A;x
989;CD86;#N/A
990;PDIA3;#N/A
991;SYNE4;#N/A
992;CCNT1;#N/A
993;TEKT2;#N/A
994;GDPD1;#N/A
995;DNAJA1;#N/A
996;SNX20;#N/A
997;SLC25A36;#N/A
998;DHX9;#N/A
999;ACTR2;#N/A
1000;PSMA1;#N/A
1001;TUBA4A;#N/A
1002;FASLG;#N/A
1003;JUP;#N/A
1004;LUC7L;#N/A
1005;MELK;#N/A
1006;BBX;#N/A
1007;VTI1B;#N/A
1008;ZAP70;#N/A
1009;RPL31;#N/A
1010;EHMT2;#N/A
1011;EFHC1;#N/A
1012;HNRNPM;#N/A
1013;MTA1;#N/A
1014;CBX4;#N/A
1015;NEK2;#N/A
1016;BECN1;#N/A
1017;TTC30B;#N/A
1018;MRPL47;#N/A
1019;CLU;#N/A
1020;SSH2;#N/A
1021;KIF18B;#N/A
1022;ZHX1;#N/A
1023;NDUFS5;#N/A
1024;RPL6;#N/A
1025;TGFBR2;x
1026;MED28;#N/A
1027;CDH5;#N/A
1028;MAP3K5;#N/A
1029;MAP1LC3A;#N/A
1030;LAPTM5;#N/A
1031;FAS;x
1032;POMK;#N/A
1033;GTF2B;#N/A
1034;GRN;#N/A
1035;PTK2B;#N/A
1036;STXBP4;#N/A
1037;PEX5;#N/A
1038;SRRM2;#N/A
1039;FAM78A;#N/A
1040;MAPT;#N/A
1041;MKI67;x
1042;P2RY12;#N/A
1043;COL5A1;#N/A
1044;OGT;#N/A
1045;SGIP1;#N/A
1046;JAK1;x
1047;RPL13;#N/A
1048;FOXG1;#N/A
1049;TRAF3;x
1050;MAGED1;#N/A
1051;DLGAP5;#N/A
1052;STX1A;#N/A
1053;LCA5;#N/A
1054;FBXO6;#N/A
1055;CEP120;#N/A
1056;PLEK;#N/A
1057;GNB1;x
1058;CBLB;#N/A
1059;SLMAP;#N/A
1060;DLG3;#N/A
1061;USHBP1;#N/A
1062;ILF3;#N/A
1063;SMARCD1;#N/A
1064;PTH1R;#N/A
1065;FAT4;#N/A
1066;ELOC;#N/A
1067;ATL3;#N/A
1068;COL1A1;x
1069;SKP2;#N/A
1070;FGR;#N/A
1071;UBR4;#N/A
1072;CSF2RB;#N/A
1073;MTNR1B;#N/A
1074;UBB;#N/A
1075;DAZAP2;#N/A
1076;NDUFA9;#N/A
1077;NLRC3;#N/A
1078;TLE1;#N/A
1079;NRG1;x
1080;SYK;x
1081;LRBA;#N/A
1082;BABAM1;#N/A
1083;PPP2R1B;#N/A
1084;MED26;#N/A
1085;FOXK1;#N/A
1086;RPS13;#N/A
1087;RABGGTB;#N/A
1088;SF3A2;#N/A
1089;PRKACA;x
1090;ATP5F1A;#N/A
1091;CD2;#N/A
1092;NCOR2;#N/A
1093;ELOB;#N/A
1094;TTC29;#N/A
1095;HCFC1;#N/A
1096;LRRK1;#N/A
1097;TRA2B;#N/A
1098;TRRAP;#N/A
1099;NCOA3;x
1100;POLR2E;#N/A
1101;NCSTN;x
1102;ACTN1;#N/A
1103;SPAG8;#N/A
1104;GABARAP;#N/A
1105;ZBTB16;#N/A
1106;EMD;#N/A
1107;RBL1;#N/A
1108;A2M;#N/A
1109;CRKL;x
1110;HMGA1;x
1111;SF3B1;x
1112;DDA1;#N/A
1113;ABI3;#N/A
1114;CALCOCO2;#N/A
1115;SNRPA1;#N/A
1116;USP19;#N/A
1117;NDUFA8;#N/A
1118;PRKCA;#N/A
1119;DTL;#N/A
1120;ERLIN2;#N/A
1121;NIN;#N/A
1122;RPL27A;#N/A
1123;TP53BP2;#N/A
1124;PRKCZ;#N/A
1125;IRF8;x
1126;ERGIC3;#N/A
1127;PSMC2;#N/A
1128;USP20;#N/A
1129;FBXW7;x
